,时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1
9678,240.78,24.08,146.8,21.96,-0.531,295,243,220,193.56,3.9000000000000057
9679,240.99,24.1,146.9,23.13,-0.451,296,241,219,193.58,4.0
9680,241.19,24.12,147.1,24.56,-0.371,296,240,218,193.6,4.199999999999989
9681,241.39,24.14,147.2,26.87,-0.258,296,238,217,193.62,4.299999999999983
9682,241.59,24.16,147.2,27.82,-0.214,296,237,216,193.64000000000001,4.299999999999983
9683,241.79,24.18,147.2,28.85,-0.172,296,237,215,193.66,4.299999999999983
9684,242.0,24.2,147.3,29.65,-0.14300000000000002,296,237,215,193.68,4.400000000000006
9685,242.2,24.22,147.2,30.69,-0.095,296,236,214,193.70000000000002,4.299999999999983
9686,242.4,24.24,147.3,31.02,-0.076,296,235,213,193.72,4.400000000000006
9687,242.6,24.26,147.3,31.4,-0.075,295,235,213,193.74,4.400000000000006
9688,242.8,24.28,147.3,31.59,-0.059000000000000004,296,235,213,193.76,4.400000000000006
9689,243.01,24.3,147.3,31.85,-0.049,295,234,213,193.78,4.400000000000006
9690,243.21,24.32,147.3,31.79,-0.051,295,234,213,193.8,4.400000000000006
9691,243.41,24.34,147.3,31.77,-0.052000000000000005,294,234,212,193.82,4.400000000000006
9692,243.61,24.36,147.3,31.65,-0.027999999999999997,295,235,213,193.84,4.400000000000006
9693,243.81,24.38,147.4,31.43,-0.046,294,234,213,193.86,4.5
9694,244.02,24.4,147.3,31.08,-0.03,294,234,212,193.88,4.400000000000006
9695,244.22,24.42,147.4,29.86,-0.053,295,234,213,193.9,4.5
9696,244.42,24.44,147.3,28.93,-0.071,294,234,213,193.92000000000002,4.400000000000006
9697,244.62,24.46,147.3,28.09,-0.091,294,234,212,193.94,4.400000000000006
9698,244.82,24.48,147.3,26.09,-0.14300000000000002,294,235,213,193.96,4.400000000000006
9699,245.03,24.5,147.3,25.12,-0.17600000000000002,294,235,213,193.98000000000002,4.400000000000006
9700,245.23,24.52,147.2,24.32,-0.207,294,235,213,194.0,4.299999999999983
9701,245.43,24.54,147.1,23.06,-0.231,294,236,214,194.02,4.199999999999989
9702,245.63,24.56,147.1,21.22,-0.308,293,236,215,194.04,4.199999999999989
9703,245.83,24.58,147.1,20.24,-0.353,292,236,215,194.06,4.199999999999989
9704,246.04,24.6,147.0,19.41,-0.402,293,237,215,194.08,4.099999999999994
9705,246.24,24.62,147.0,17.87,-0.503,292,238,217,194.1,4.099999999999994
9706,246.44,24.64,146.9,17.11,-0.5660000000000001,291,240,218,194.12,4.0
9707,246.64,24.66,146.9,16.36,-0.624,292,240,218,194.14000000000001,4.0
9708,246.84,24.68,146.8,15.79,-0.6890000000000001,291,241,219,194.16,3.9000000000000057
9709,247.05,24.7,146.7,14.68,-0.8240000000000001,291,243,220,194.18,3.799999999999983
9710,247.25,24.72,146.6,14.18,-0.873,291,244,222,194.20000000000002,3.6999999999999886
9711,247.45,24.74,146.6,13.87,-0.943,292,245,222,194.22,3.6999999999999886
9712,247.65,24.76,146.5,13.17,-1.069,292,246,224,194.24,3.5999999999999943
9713,247.85,24.78,146.4,13.03,-1.102,291,247,224,194.26,3.5
9714,248.06,24.81,146.4,12.64,-1.165,292,247,225,194.28,3.5
9715,248.26,24.83,146.4,12.67,-1.224,293,247,225,194.3,3.5
9716,248.46,24.85,146.3,12.45,-1.242,292,248,225,194.32,3.4000000000000057
9717,248.66,24.87,146.4,12.78,-1.251,292,248,225,194.34,3.5
9718,248.86,24.89,146.3,12.58,-1.245,293,248,225,194.36,3.4000000000000057
9719,249.07,24.91,146.4,12.67,-1.247,293,248,225,194.38,3.5
9720,249.27,24.93,146.3,12.93,-1.246,293,248,225,194.4,3.4000000000000057
9721,249.47,24.95,146.4,13.19,-1.21,293,249,226,194.42000000000002,3.5
9722,249.67,24.97,146.4,14.63,-1.1079999999999999,293,248,226,194.44,3.5
9723,249.87,24.99,146.5,15.41,-1.036,293,248,225,194.46,3.5999999999999943
9724,250.08,25.01,146.5,16.23,-0.972,294,248,226,194.48000000000002,3.5999999999999943
9725,250.28,25.03,146.6,17.12,-0.8859999999999999,294,248,225,194.5,3.6999999999999886
9726,250.48,25.05,146.8,19.3,-0.6920000000000001,295,245,222,194.52,3.9000000000000057
9727,250.68,25.07,146.8,20.58,-0.598,295,244,222,194.54,3.9000000000000057
9728,250.88,25.09,146.9,21.82,-0.498,295,243,221,194.56,4.0
9729,251.09,25.11,147.1,24.63,-0.344,295,241,218,194.58,4.199999999999989
9730,251.29,25.13,147.1,25.8,-0.295,296,239,217,194.6,4.199999999999989
9731,251.49,25.15,147.2,26.83,-0.235,297,238,217,194.62,4.299999999999983
9732,251.69,25.17,147.2,28.71,-0.153,296,236,216,194.64000000000001,4.299999999999983
9733,251.89,25.19,147.2,29.56,-0.114,296,237,214,194.66,4.299999999999983
9734,252.1,25.21,147.2,30.17,-0.08900000000000001,296,235,214,194.68,4.299999999999983
9735,252.3,25.23,147.3,30.7,-0.064,297,236,214,194.70000000000002,4.400000000000006
9736,252.5,25.25,147.3,31.4,-0.063,295,234,213,194.72,4.400000000000006
9737,252.7,25.27,147.3,31.42,-0.037000000000000005,295,235,213,194.74,4.400000000000006
9738,252.9,25.29,147.3,31.75,-0.023,294,235,213,194.76,4.400000000000006
9739,253.11,25.31,147.3,31.81,-0.012,295,234,212,194.78,4.400000000000006
9740,253.31,25.33,147.4,31.79,-0.012,295,234,213,194.8,4.5
9741,253.51,25.35,147.3,31.75,-0.002,294,234,212,194.82,4.400000000000006
9742,253.71,25.37,147.4,31.68,-0.005,295,234,212,194.84,4.5
9743,253.91,25.39,147.4,30.94,-0.013000000000000001,294,234,213,194.86,4.5
9744,254.12,25.41,147.3,30.36,-0.012,294,234,213,194.88,4.400000000000006
9745,254.32,25.43,147.3,29.93,-0.037000000000000005,295,234,213,194.9,4.400000000000006
9746,254.52,25.45,147.3,28.06,-0.068,294,235,213,194.92000000000002,4.400000000000006
9747,254.72,25.47,147.3,27.05,-0.085,294,234,213,194.94,4.400000000000006
9748,254.92,25.49,147.3,26.19,-0.10300000000000001,294,234,213,194.96,4.400000000000006
9749,255.13,25.51,147.2,25.12,-0.155,294,235,213,194.98000000000002,4.299999999999983
9750,255.33,25.53,147.2,23.17,-0.209,293,235,213,195.0,4.299999999999983
9751,255.53,25.55,147.2,22.09,-0.253,294,236,214,195.02,4.299999999999983
9752,255.73,25.57,147.1,21.15,-0.278,294,236,214,195.04,4.199999999999989
9753,255.93,25.59,147.0,19.29,-0.373,293,237,216,195.06,4.099999999999994
9754,256.14,25.61,147.0,18.61,-0.425,292,238,216,195.08,4.099999999999994
9755,256.34,25.63,147.0,17.78,-0.485,293,239,217,195.1,4.099999999999994
9756,256.54,25.65,146.9,16.32,-0.599,292,241,219,195.12,4.0
9757,256.74,25.67,146.8,15.72,-0.653,292,241,219,195.14000000000001,3.9000000000000057
9758,256.94,25.69,146.8,14.96,-0.718,291,242,220,195.16,3.9000000000000057
9759,257.15,25.71,146.7,14.65,-0.7979999999999999,291,243,220,195.18,3.799999999999983
9760,257.35,25.73,146.6,13.84,-0.9079999999999999,292,245,222,195.20000000000002,3.6999999999999886
9761,257.55,25.75,146.7,13.55,-0.982,292,246,224,195.22,3.799999999999983
9762,257.75,25.77,146.5,13.19,-1.044,291,246,223,195.24,3.5999999999999943
9763,257.95,25.8,146.4,12.72,-1.1440000000000001,292,247,224,195.26,3.5
9764,258.16,25.82,146.4,12.7,-1.171,293,247,224,195.28,3.5
9765,258.36,25.84,146.4,12.6,-1.202,292,248,225,195.3,3.5
9766,258.56,25.86,146.4,12.57,-1.218,292,248,225,195.32,3.5
9767,258.76,25.88,146.3,12.54,-1.225,293,248,225,195.34,3.4000000000000057
9768,258.96,25.9,146.3,12.64,-1.2309999999999999,293,248,226,195.36,3.4000000000000057
9769,259.17,25.92,146.3,12.79,-1.236,292,248,225,195.38,3.4000000000000057
9770,259.37,25.94,146.3,13.3,-1.2009999999999998,293,248,226,195.4,3.4000000000000057
9771,259.57,25.96,146.4,13.91,-1.161,293,249,226,195.42000000000002,3.5
9772,259.77,25.98,146.4,14.64,-1.097,293,249,226,195.44,3.5
9773,259.97,26.0,146.5,16.24,-0.9640000000000001,293,248,226,195.46,3.5999999999999943
9774,260.18,26.02,146.7,17.1,-0.872,293,248,224,195.48000000000002,3.799999999999983
