,时间,振次,轴位移,力,变形,围压,孔压,反压,N,d1
1266,255.73,25.57,143.6,20.53,-3.7880000000000003,302,238,216,25.32,0.6999999999999886
1267,255.93,25.59,143.7,19.73,-3.8369999999999997,302,239,217,25.34,0.799999999999983
1268,256.14,25.61,143.6,18.91,-3.888,302,240,217,25.36,0.6999999999999886
1269,256.34,25.63,143.5,17.47,-3.99,301,240,219,25.38,0.5999999999999943
1270,256.54,25.65,143.5,16.75,-4.062,301,242,219,25.400000000000002,0.5999999999999943
1271,256.74,25.67,143.3,16.02,-4.1419999999999995,301,243,220,25.42,0.4000000000000057
1272,256.94,25.69,143.3,14.96,-4.263,300,245,222,25.44,0.4000000000000057
1273,257.15,25.71,143.1,14.57,-4.335,301,245,223,25.46,0.19999999999998863
1274,257.35,25.73,143.1,14.09,-4.408,301,247,224,25.48,0.19999999999998863
1275,257.55,25.75,143.0,13.79,-4.488,300,247,224,25.5,0.09999999999999432
1276,257.75,25.77,142.9,13.22,-4.6080000000000005,301,248,226,25.52,0.0
1277,257.95,25.8,142.9,12.82,-4.677,301,249,226,25.54,0.0
1278,258.16,25.82,142.8,12.79,-4.728,302,249,227,25.560000000000002,-0.09999999999999432
1279,258.36,25.84,142.7,12.57,-4.787,301,250,227,25.580000000000002,-0.20000000000001705
1280,258.56,25.86,142.8,12.65,-4.795,301,250,227,25.6,-0.09999999999999432
1281,258.76,25.88,142.7,12.58,-4.788,302,250,227,25.62,-0.20000000000001705
1282,258.96,25.9,142.7,12.57,-4.806,302,250,227,25.64,-0.20000000000001705
1283,259.17,25.92,142.8,12.79,-4.792,302,250,227,25.66,-0.09999999999999432
1284,259.37,25.94,142.7,12.87,-4.78,302,251,227,25.68,-0.20000000000001705
1285,259.57,25.96,142.8,13.26,-4.763,302,251,228,25.7,-0.09999999999999432
1286,259.77,25.98,142.8,14.49,-4.666,302,251,229,25.72,-0.09999999999999432
1287,259.97,26.0,142.8,15.41,-4.617,303,251,228,25.740000000000002,-0.09999999999999432
1288,260.18,26.02,142.9,16.14,-4.534,303,251,228,25.76,0.0
1289,260.38,26.04,143.2,17.86,-4.35,303,250,227,25.78,0.29999999999998295
1290,260.58,26.06,143.3,19.02,-4.242,304,248,226,25.8,0.4000000000000057
1291,260.78,26.08,143.3,20.14,-4.136,305,247,224,25.82,0.4000000000000057
1292,260.98,26.1,143.5,21.54,-4.032,305,245,223,25.84,0.5999999999999943
1293,261.19,26.12,143.6,24.32,-3.841,306,242,220,25.86,0.6999999999999886
1294,261.39,26.14,143.7,25.56,-3.7689999999999997,306,241,219,25.88,0.799999999999983
1295,261.59,26.16,143.7,26.92,-3.7060000000000004,306,240,218,25.900000000000002,0.799999999999983
1296,261.79,26.18,143.9,28.94,-3.608,306,238,217,25.92,1.0
1297,261.99,26.2,143.8,29.51,-3.57,306,238,216,25.94,0.9000000000000057
1298,262.2,26.22,143.9,30.13,-3.5469999999999997,305,238,216,25.96,1.0
1299,262.4,26.24,143.9,30.71,-3.5380000000000003,305,237,215,25.98,1.0
1300,262.6,26.26,144.0,31.34,-3.503,305,236,215,26.0,1.0999999999999943
1301,262.8,26.28,144.0,31.53,-3.5039999999999996,305,236,214,26.02,1.0999999999999943
1302,263.0,26.3,143.9,31.65,-3.489,305,236,214,26.04,1.0
1303,263.21,26.32,143.9,31.64,-3.483,304,236,214,26.060000000000002,1.0
1304,263.41,26.34,144.0,31.61,-3.485,304,236,214,26.080000000000002,1.0999999999999943
1305,263.61,26.36,144.0,31.46,-3.48,304,236,214,26.1,1.0999999999999943
1306,263.81,26.38,143.9,31.3,-3.484,304,236,214,26.12,1.0
1307,264.01,26.4,143.9,30.7,-3.478,304,236,214,26.14,1.0
1308,264.22,26.42,143.9,29.98,-3.4930000000000003,304,236,214,26.16,1.0
1309,264.42,26.44,143.9,29.16,-3.513,303,236,214,26.18,1.0
1310,264.62,26.46,143.9,27.58,-3.535,303,236,214,26.2,1.0
1311,264.82,26.48,143.9,26.49,-3.5610000000000004,304,236,214,26.22,1.0
1312,265.02,26.5,143.9,25.37,-3.5860000000000003,303,237,214,26.240000000000002,1.0
1313,265.23,26.52,143.9,23.43,-3.6519999999999997,303,237,215,26.26,1.0
1314,265.43,26.54,143.8,22.55,-3.697,303,237,215,26.28,0.9000000000000057
1315,265.63,26.56,143.7,21.54,-3.716,303,238,216,26.3,0.799999999999983
1316,265.83,26.58,143.7,20.75,-3.7680000000000002,302,238,216,26.32,0.799999999999983
1317,266.03,26.6,143.6,18.91,-3.872,302,240,217,26.34,0.6999999999999886
1318,266.24,26.62,143.6,18.13,-3.926,301,240,218,26.36,0.6999999999999886
1319,266.44,26.64,143.5,17.39,-3.983,301,241,219,26.38,0.5999999999999943
1320,266.64,26.66,143.4,16.15,-4.112,301,243,221,26.400000000000002,0.5
1321,266.84,26.68,143.3,15.54,-4.178,300,244,221,26.42,0.4000000000000057
1322,267.04,26.7,143.3,14.95,-4.249,301,245,222,26.44,0.4000000000000057
1323,267.25,26.72,143.2,14.57,-4.325,300,246,223,26.46,0.29999999999998295
1324,267.45,26.74,143.1,13.78,-4.465,300,247,225,26.48,0.19999999999998863
1325,267.65,26.76,143.0,13.51,-4.533,301,248,225,26.5,0.09999999999999432
1326,267.85,26.79,142.9,13.18,-4.591,301,249,226,26.52,0.0
1327,268.05,26.81,142.9,12.64,-4.687,302,249,227,26.54,0.0
1328,268.26,26.83,142.8,12.6,-4.725,301,250,227,26.560000000000002,-0.09999999999999432
1329,268.46,26.85,142.8,12.56,-4.761,302,250,227,26.580000000000002,-0.09999999999999432
1330,268.66,26.87,142.7,12.59,-4.7860000000000005,302,250,227,26.6,-0.20000000000001705
1331,268.86,26.89,142.8,12.63,-4.794,302,250,228,26.62,-0.09999999999999432
1332,269.06,26.91,142.8,12.76,-4.785,301,250,227,26.64,-0.09999999999999432
1333,269.27,26.93,142.7,12.63,-4.781000000000001,302,250,227,26.66,-0.20000000000001705
1334,269.47,26.95,142.8,13.35,-4.76,302,251,228,26.68,-0.09999999999999432
1335,269.67,26.97,142.8,13.85,-4.7139999999999995,303,251,228,26.7,-0.09999999999999432
1336,269.87,26.99,142.8,14.72,-4.665,302,252,229,26.72,-0.09999999999999432
1337,270.07,27.01,143.0,16.11,-4.533,303,251,229,26.740000000000002,0.09999999999999432
1338,270.28,27.03,143.0,16.89,-4.447,303,251,228,26.76,0.09999999999999432
1339,270.48,27.05,143.1,17.93,-4.34,303,249,226,26.78,0.19999999999998863
1340,270.68,27.07,143.3,18.98,-4.218999999999999,304,248,226,26.8,0.4000000000000057
1341,270.88,27.09,143.4,21.47,-4.003,305,245,223,26.82,0.5
1342,271.08,27.11,143.6,22.9,-3.889,305,244,222,26.84,0.6999999999999886
1343,271.29,27.13,143.6,24.29,-3.8110000000000004,306,242,220,26.86,0.6999999999999886
1344,271.49,27.15,143.8,26.78,-3.68,306,240,218,26.88,0.9000000000000057
1345,271.69,27.17,143.8,27.92,-3.6310000000000002,306,239,218,26.900000000000002,0.9000000000000057
1346,271.89,27.19,143.9,28.85,-3.6060000000000003,305,239,217,26.92,1.0
1347,272.09,27.21,143.9,29.52,-3.555,306,238,216,26.94,1.0
1348,272.3,27.23,144.0,30.7,-3.5180000000000002,306,238,215,26.96,1.0999999999999943
1349,272.5,27.25,143.9,31.09,-3.503,305,237,215,26.98,1.0
1350,272.7,27.27,144.0,31.38,-3.49,305,237,215,27.0,1.0999999999999943
1351,272.9,27.29,143.9,31.67,-3.468,305,236,214,27.02,1.0
1352,273.1,27.31,144.0,31.74,-3.472,304,236,214,27.04,1.0999999999999943
1353,273.31,27.33,144.0,31.72,-3.4560000000000004,304,236,214,27.060000000000002,1.0999999999999943
1354,273.51,27.35,143.9,31.57,-3.466,304,236,214,27.080000000000002,1.0
1355,273.71,27.37,144.0,31.56,-3.464,304,236,214,27.1,1.0999999999999943
1356,273.91,27.39,143.9,31.16,-3.4610000000000003,304,236,214,27.12,1.0
1357,274.11,27.41,144.0,30.6,-3.4619999999999997,303,236,214,27.14,1.0999999999999943
1358,274.32,27.43,143.9,29.18,-3.477,304,236,214,27.16,1.0
1359,274.52,27.45,144.0,28.41,-3.495,303,236,214,27.18,1.0999999999999943
1360,274.72,27.47,143.9,27.43,-3.536,303,236,214,27.2,1.0
1361,274.92,27.49,143.9,25.53,-3.5810000000000004,304,236,214,27.22,1.0
1362,275.12,27.51,143.8,24.44,-3.6060000000000003,303,236,215,27.240000000000002,0.9000000000000057
1363,275.33,27.53,143.8,23.4,-3.638,303,237,215,27.26,0.9000000000000057
1364,275.53,27.55,143.8,22.52,-3.6710000000000003,303,238,215,27.28,0.9000000000000057
1365,275.73,27.57,143.7,20.67,-3.7510000000000003,303,238,216,27.3,0.799999999999983
1366,275.93,27.59,143.7,19.67,-3.801,302,239,217,27.32,0.799999999999983
1367,276.13,27.61,143.6,18.89,-3.8510000000000004,302,240,217,27.34,0.6999999999999886
1368,276.34,27.63,143.6,17.28,-3.97,301,241,219,27.36,0.6999999999999886
1369,276.54,27.65,143.5,16.69,-4.023,301,242,220,27.38,0.5999999999999943
1370,276.74,27.67,143.4,15.99,-4.0889999999999995,301,243,220,27.400000000000002,0.5
1371,276.94,27.69,143.3,15.0,-4.2410000000000005,301,245,222,27.42,0.4000000000000057
1372,277.14,27.71,143.2,14.54,-4.302,300,246,223,27.44,0.29999999999998295
1373,277.35,27.73,143.1,14.1,-4.377,301,247,224,27.46,0.19999999999998863
1374,277.55,27.75,143.1,13.77,-4.4510000000000005,301,247,225,27.48,0.19999999999998863
1375,277.75,27.77,142.9,13.12,-4.583,301,248,226,27.5,0.0
1376,277.95,27.8,142.9,12.94,-4.629,301,249,227,27.52,0.0
1377,278.15,27.82,142.8,12.74,-4.69,301,249,227,27.54,-0.09999999999999432
1378,278.36,27.84,142.8,12.61,-4.751,301,250,227,27.560000000000002,-0.09999999999999432
1379,278.56,27.86,142.8,12.58,-4.755,301,250,227,27.580000000000002,-0.09999999999999432
1380,278.76,27.88,142.8,12.48,-4.773,302,250,227,27.6,-0.09999999999999432
1381,278.96,27.9,142.8,12.63,-4.7669999999999995,302,250,227,27.62,-0.09999999999999432
1382,279.16,27.92,142.8,12.65,-4.77,302,250,227,27.64,-0.09999999999999432
1383,279.37,27.94,142.8,12.87,-4.763,302,251,227,27.66,-0.09999999999999432
1384,279.57,27.96,142.8,13.3,-4.7410000000000005,302,251,228,27.68,-0.09999999999999432
1385,279.77,27.98,142.9,14.63,-4.65,302,251,229,27.7,0.0
1386,279.97,28.0,142.9,15.28,-4.577,302,252,229,27.72,0.0
1387,280.17,28.02,143.0,16.07,-4.5,303,251,228,27.740000000000002,0.09999999999999432
1388,280.38,28.04,143.2,17.86,-4.312,303,250,228,27.76,0.29999999999998295
1389,280.58,28.06,143.3,19.04,-4.194,304,248,226,27.78,0.4000000000000057
1390,280.78,28.08,143.4,20.14,-4.09,304,247,224,27.8,0.5
1391,280.98,28.1,143.5,21.48,-3.98,305,245,223,27.82,0.5999999999999943
1392,281.18,28.12,143.7,24.38,-3.78,305,243,220,27.84,0.799999999999983
1393,281.39,28.14,143.7,25.65,-3.707,306,241,219,27.86,0.799999999999983
1394,281.59,28.16,143.8,26.92,-3.654,306,240,218,27.88,0.9000000000000057
1395,281.79,28.18,143.9,28.91,-3.57,306,239,217,27.900000000000002,1.0
1396,281.99,28.2,144.0,29.75,-3.537,306,238,217,27.92,1.0999999999999943
1397,282.19,28.22,143.9,30.23,-3.511,306,238,216,27.94,1.0
1398,282.4,28.24,144.0,30.68,-3.498,305,237,216,27.96,1.0999999999999943
1399,282.6,28.26,144.0,31.35,-3.4610000000000003,305,236,215,27.98,1.0999999999999943
1400,282.8,28.28,144.0,31.59,-3.458,305,236,215,28.0,1.0999999999999943
1401,283.0,28.3,144.0,31.7,-3.4610000000000003,305,237,215,28.02,1.0999999999999943
1402,283.2,28.32,143.9,31.72,-3.4410000000000003,305,236,214,28.04,1.0
1403,283.41,28.34,144.0,31.53,-3.4410000000000003,304,236,214,28.060000000000002,1.0999999999999943
1404,283.61,28.36,143.9,31.48,-3.448,304,237,214,28.080000000000002,1.0
1405,283.81,28.38,144.0,31.16,-3.438,304,236,214,28.1,1.0999999999999943
1406,284.01,28.4,144.0,30.44,-3.438,303,236,214,28.12,1.0999999999999943
1407,284.21,28.42,144.0,30.04,-3.446,304,236,214,28.14,1.0999999999999943
1408,284.42,28.44,144.0,29.16,-3.465,304,236,214,28.16,1.0999999999999943
1409,284.62,28.46,144.0,27.43,-3.497,303,236,215,28.18,1.0999999999999943
1410,284.82,28.48,143.9,26.43,-3.525,303,236,214,28.2,1.0
1411,285.02,28.5,143.9,25.51,-3.5639999999999996,303,236,215,28.22,1.0
1412,285.22,28.52,143.9,23.33,-3.6010000000000004,303,236,215,28.240000000000002,1.0
1413,285.43,28.54,143.8,22.5,-3.66,302,237,216,28.26,0.9000000000000057
1414,285.63,28.56,143.8,21.54,-3.685,303,238,216,28.28,0.9000000000000057
1415,285.83,28.58,143.7,20.62,-3.735,303,238,217,28.3,0.799999999999983
1416,286.03,28.6,143.6,18.85,-3.827,302,240,217,28.32,0.6999999999999886
1417,286.23,28.62,143.6,18.09,-3.875,302,241,218,28.34,0.6999999999999886
1418,286.44,28.64,143.6,17.43,-3.938,301,241,219,28.36,0.6999999999999886
1419,286.64,28.66,143.4,16.1,-4.084,300,243,221,28.38,0.5
1420,286.84,28.68,143.4,15.48,-4.13,301,244,222,28.400000000000002,0.5
1421,287.04,28.7,143.3,14.99,-4.21,301,245,222,28.42,0.4000000000000057
1422,287.24,28.72,143.2,14.47,-4.29,301,246,223,28.44,0.29999999999998295
1423,287.45,28.74,143.1,13.72,-4.435,301,247,225,28.46,0.19999999999998863
1424,287.65,28.76,142.9,13.41,-4.493,300,248,225,28.48,0.0
1425,287.85,28.79,143.0,13.18,-4.5489999999999995,301,249,226,28.5,0.09999999999999432
1426,288.05,28.81,142.9,12.78,-4.663,301,250,227,28.52,0.0
1427,288.25,28.83,142.9,12.59,-4.709,301,250,227,28.54,0.0
1428,288.46,28.85,142.9,12.53,-4.72,301,250,227,28.560000000000002,0.0
1429,288.66,28.87,142.8,12.46,-4.738,301,250,227,28.580000000000002,-0.09999999999999432
1430,288.86,28.89,142.8,12.58,-4.746,302,251,227,28.6,-0.09999999999999432
1431,289.06,28.91,142.8,12.62,-4.753,301,251,227,28.62,-0.09999999999999432
1432,289.26,28.93,142.8,12.69,-4.744,302,250,227,28.64,-0.09999999999999432
1433,289.47,28.95,142.8,13.17,-4.712,302,251,228,28.66,-0.09999999999999432
1434,289.67,28.97,142.8,13.86,-4.665,302,251,228,28.68,-0.09999999999999432
1435,289.87,28.99,142.9,14.6,-4.625,302,252,229,28.7,0.0
1436,290.07,29.01,143.0,16.08,-4.481,303,251,228,28.72,0.09999999999999432
1437,290.27,29.03,143.1,16.93,-4.391,303,251,228,28.740000000000002,0.19999999999998863
1438,290.48,29.05,143.2,17.79,-4.288,304,250,227,28.76,0.29999999999998295
1439,290.68,29.07,143.3,18.96,-4.173,304,248,226,28.78,0.4000000000000057
1440,290.88,29.09,143.5,21.62,-3.9560000000000004,305,246,223,28.8,0.5999999999999943
1441,291.08,29.11,143.6,22.93,-3.863,305,244,222,28.82,0.6999999999999886
1442,291.28,29.13,143.7,24.32,-3.766,305,243,220,28.84,0.799999999999983
1443,291.49,29.15,143.8,26.84,-3.633,306,240,218,28.86,0.9000000000000057
1444,291.69,29.17,143.9,27.89,-3.5860000000000003,306,240,218,28.88,1.0
1445,291.89,29.19,143.9,28.83,-3.548,306,239,216,28.900000000000002,1.0
1446,292.09,29.21,143.9,30.09,-3.488,306,238,216,28.92,1.0
1447,292.29,29.23,144.0,30.81,-3.4619999999999997,306,237,215,28.94,1.0999999999999943
1448,292.5,29.25,144.0,31.11,-3.446,305,237,215,28.96,1.0999999999999943
1449,292.7,29.27,144.0,31.41,-3.4419999999999997,305,237,215,28.98,1.0999999999999943
1450,292.9,29.29,144.0,31.67,-3.4210000000000003,305,237,214,29.0,1.0999999999999943
1451,293.1,29.31,144.0,31.67,-3.4160000000000004,305,237,214,29.02,1.0999999999999943
1452,293.3,29.33,144.0,31.69,-3.418,304,236,214,29.04,1.0999999999999943
1453,293.51,29.35,144.0,31.54,-3.417,304,236,215,29.060000000000002,1.0999999999999943
1454,293.71,29.37,144.1,31.43,-3.407,304,236,215,29.080000000000002,1.1999999999999886
1455,293.91,29.39,143.9,31.26,-3.411,304,236,214,29.1,1.0
1456,294.11,29.41,144.0,30.63,-3.427,303,236,214,29.12,1.0999999999999943
1457,294.31,29.43,144.1,29.19,-3.431,304,236,214,29.14,1.1999999999999886
1458,294.52,29.45,144.0,28.34,-3.457,304,236,214,29.16,1.0999999999999943
1459,294.72,29.47,144.0,27.37,-3.4810000000000003,304,236,214,29.18,1.0999999999999943
1460,294.92,29.49,144.0,25.54,-3.53,303,237,214,29.2,1.0999999999999943
1461,295.12,29.51,143.9,24.37,-3.556,303,237,215,29.22,1.0
1462,295.32,29.53,143.8,23.59,-3.5869999999999997,303,237,215,29.240000000000002,0.9000000000000057
1463,295.53,29.55,143.9,21.54,-3.656,303,237,216,29.26,1.0
1464,295.73,29.57,143.8,20.62,-3.7110000000000003,302,239,216,29.28,0.9000000000000057
1465,295.93,29.59,143.8,19.77,-3.758,302,239,217,29.3,0.9000000000000057
1466,296.13,29.61,143.7,18.89,-3.812,302,240,218,29.32,0.799999999999983
1467,296.33,29.63,143.6,17.38,-3.915,301,241,219,29.34,0.6999999999999886
1468,296.54,29.65,143.5,16.72,-3.987,301,242,220,29.36,0.5999999999999943
1469,296.74,29.67,143.5,16.07,-4.0489999999999995,301,243,220,29.38,0.5999999999999943
1470,296.94,29.69,143.3,14.93,-4.196000000000001,301,245,222,29.400000000000002,0.4000000000000057
1471,297.14,29.71,143.3,14.5,-4.262,301,246,223,29.42,0.4000000000000057
1472,297.34,29.73,143.2,14.05,-4.343999999999999,300,247,224,29.44,0.29999999999998295
1473,297.55,29.75,143.1,13.7,-4.404,300,247,225,29.46,0.19999999999998863
1474,297.75,29.78,143.0,13.15,-4.535,300,249,226,29.48,0.09999999999999432
1475,297.95,29.8,142.9,12.9,-4.592,301,250,227,29.5,0.0
1476,298.15,29.82,142.9,12.86,-4.637,301,250,227,29.52,0.0
1477,298.35,29.84,142.8,12.51,-4.694,301,250,227,29.54,-0.09999999999999432
1478,298.56,29.86,142.9,12.53,-4.718,302,250,228,29.560000000000002,0.0
1479,298.76,29.88,142.8,12.56,-4.732,302,250,227,29.580000000000002,-0.09999999999999432
1480,298.96,29.9,142.9,12.59,-4.711,302,250,228,29.6,0.0
1481,299.16,29.92,142.8,12.71,-4.724,302,251,228,29.62,-0.09999999999999432
1482,299.36,29.94,142.8,12.95,-4.7219999999999995,302,251,228,29.64,-0.09999999999999432
1483,299.57,29.96,142.9,13.34,-4.698,302,251,228,29.66,0.0
1484,299.77,29.98,142.9,14.59,-4.602,302,252,229,29.68,0.0
1485,299.97,30.0,143.0,15.37,-4.531000000000001,302,251,229,29.7,0.09999999999999432
1486,300.17,30.02,143.0,16.1,-4.4639999999999995,303,252,229,29.72,0.09999999999999432
1487,300.37,30.04,143.2,17.91,-4.263999999999999,304,250,227,29.740000000000002,0.29999999999998295
1488,300.58,30.06,143.3,18.97,-4.155,303,249,226,29.76,0.4000000000000057
1489,300.78,30.08,143.4,20.19,-4.044,304,248,225,29.78,0.5
1490,300.98,30.1,143.6,21.54,-3.9389999999999996,305,245,223,29.8,0.6999999999999886
1491,301.18,30.12,143.7,24.31,-3.7560000000000002,305,243,221,29.82,0.799999999999983
1492,301.38,30.14,143.7,25.7,-3.6689999999999996,306,241,220,29.84,0.799999999999983
1493,301.59,30.16,143.8,26.92,-3.6039999999999996,305,240,218,29.86,0.9000000000000057
1494,301.79,30.18,143.9,28.82,-3.5260000000000002,306,239,217,29.88,1.0
1495,301.99,30.2,144.0,29.63,-3.491,306,239,217,29.900000000000002,1.0999999999999943
1496,302.19,30.22,144.0,30.16,-3.4610000000000003,305,238,216,29.92,1.0999999999999943
1497,302.39,30.24,144.0,30.75,-3.444,305,237,216,29.94,1.0999999999999943
1498,302.6,30.26,144.0,31.25,-3.415,305,238,216,29.96,1.0999999999999943
1499,302.8,30.28,144.1,31.54,-3.412,305,237,214,29.98,1.1999999999999886
1500,303.0,30.3,144.0,31.72,-3.404,305,237,215,30.0,1.0999999999999943
1501,303.2,30.32,144.0,31.77,-3.395,304,237,215,30.02,1.0999999999999943
1502,303.4,30.34,144.1,31.58,-3.39,305,237,215,30.04,1.1999999999999886
1503,303.61,30.36,144.1,31.55,-3.3939999999999997,304,237,215,30.060000000000002,1.1999999999999886
1504,303.81,30.38,144.1,31.2,-3.3789999999999996,304,237,214,30.080000000000002,1.1999999999999886
1505,304.01,30.4,144.1,30.6,-3.388,304,237,215,30.1,1.1999999999999886
1506,304.21,30.42,144.0,29.93,-3.3960000000000004,304,237,215,30.12,1.0999999999999943
1507,304.41,30.44,144.0,29.17,-3.412,303,237,214,30.14,1.0999999999999943
1508,304.62,30.46,144.0,27.41,-3.4539999999999997,303,236,215,30.16,1.0999999999999943
1509,304.82,30.48,144.0,26.44,-3.48,303,237,215,30.18,1.0999999999999943
1510,305.02,30.5,144.0,25.38,-3.495,304,237,215,30.2,1.0999999999999943
1511,305.22,30.52,143.9,23.43,-3.551,303,237,215,30.22,1.0
1512,305.42,30.54,143.9,22.51,-3.5980000000000003,303,237,215,30.240000000000002,1.0
1513,305.63,30.56,143.8,21.54,-3.65,303,238,216,30.26,0.9000000000000057
1514,305.83,30.58,143.8,20.56,-3.685,303,238,217,30.28,0.9000000000000057
1515,306.03,30.6,143.7,18.81,-3.784,301,240,217,30.3,0.799999999999983
1516,306.23,30.62,143.7,18.1,-3.826,301,241,218,30.32,0.799999999999983
1517,306.43,30.64,143.6,17.31,-3.905,301,241,219,30.34,0.6999999999999886
1518,306.64,30.66,143.5,16.01,-4.026,301,243,221,30.36,0.5999999999999943
1519,306.84,30.68,143.4,15.52,-4.098,301,244,221,30.38,0.5
1520,307.04,30.7,143.3,14.94,-4.175,301,246,222,30.400000000000002,0.4000000000000057
1521,307.24,30.72,143.3,14.54,-4.235,301,246,223,30.42,0.4000000000000057
1522,307.44,30.74,143.1,13.74,-4.376,300,248,225,30.44,0.19999999999998863
1523,307.65,30.77,143.1,13.57,-4.456,301,248,226,30.46,0.19999999999998863
1524,307.85,30.79,143.0,13.08,-4.504,301,249,226,30.48,0.09999999999999432
1525,308.05,30.81,142.9,12.69,-4.614,301,250,227,30.5,0.0
1526,308.25,30.83,142.9,12.68,-4.66,301,250,228,30.52,0.0
1527,308.45,30.85,142.9,12.49,-4.685,301,251,227,30.54,0.0
1528,308.66,30.87,142.8,12.58,-4.702,302,251,228,30.560000000000002,-0.09999999999999432
1529,308.86,30.89,142.8,12.58,-4.696000000000001,302,251,228,30.580000000000002,-0.09999999999999432
1530,309.06,30.91,142.9,12.68,-4.709,301,251,228,30.6,0.0
1531,309.26,30.93,142.9,12.74,-4.704,302,251,228,30.62,0.0
1532,309.46,30.95,142.9,13.36,-4.67,302,251,229,30.64,0.0
1533,309.67,30.97,142.9,13.97,-4.629,302,251,229,30.66,0.0
1534,309.87,30.99,142.9,14.66,-4.585,302,252,228,30.68,0.0
1535,310.07,31.01,143.0,16.07,-4.433,302,251,229,30.7,0.09999999999999432
1536,310.27,31.03,143.2,16.91,-4.334,303,251,229,30.72,0.29999999999998295
1537,310.47,31.05,143.3,17.92,-4.239,303,250,227,30.740000000000002,0.4000000000000057
1538,310.68,31.07,143.4,18.99,-4.1339999999999995,304,249,226,30.76,0.5
1539,310.88,31.09,143.5,21.53,-3.915,305,245,223,30.78,0.5999999999999943
1540,311.08,31.11,143.7,22.95,-3.813,305,244,222,30.8,0.799999999999983
1541,311.28,31.13,143.8,24.36,-3.716,306,242,221,30.82,0.9000000000000057
1542,311.48,31.15,143.9,27.03,-3.5780000000000003,306,240,219,30.84,1.0
1543,311.69,31.17,143.9,27.95,-3.531,306,240,218,30.86,1.0
1544,311.89,31.19,143.9,28.85,-3.49,305,239,217,30.88,1.0
1545,312.09,31.21,144.0,30.31,-3.4419999999999997,306,238,216,30.900000000000002,1.0999999999999943
1546,312.29,31.23,144.0,30.76,-3.4330000000000003,305,238,216,30.92,1.0999999999999943
1547,312.49,31.25,144.0,31.07,-3.4139999999999997,305,237,216,30.94,1.0999999999999943
1548,312.7,31.27,144.0,31.45,-3.403,305,237,215,30.96,1.0999999999999943
1549,312.9,31.29,144.1,31.55,-3.3680000000000003,304,237,215,30.98,1.1999999999999886
1550,313.1,31.31,144.0,31.75,-3.378,304,237,215,31.0,1.0999999999999943
1551,313.3,31.33,144.1,31.63,-3.3760000000000003,304,236,215,31.02,1.1999999999999886
1552,313.5,31.35,144.1,31.55,-3.364,304,237,215,31.04,1.1999999999999886
1553,313.71,31.37,144.1,31.5,-3.366,304,237,215,31.060000000000002,1.1999999999999886
1554,313.91,31.39,144.1,31.18,-3.364,304,237,215,31.080000000000002,1.1999999999999886
1555,314.11,31.41,144.1,30.6,-3.373,304,236,214,31.1,1.1999999999999886
1556,314.31,31.43,144.0,29.34,-3.408,304,237,214,31.12,1.0999999999999943
1557,314.51,31.45,144.1,28.35,-3.4010000000000002,303,237,215,31.14,1.1999999999999886
1558,314.72,31.47,144.0,27.43,-3.426,304,237,215,31.16,1.0999999999999943
1559,314.92,31.49,144.0,25.45,-3.484,303,237,215,31.18,1.0999999999999943
1560,315.12,31.51,143.9,24.6,-3.5180000000000002,303,237,215,31.2,1.0
1561,315.32,31.53,143.9,23.52,-3.56,303,237,215,31.220000000000002,1.0
1562,315.52,31.55,143.9,22.32,-3.572,303,238,216,31.240000000000002,1.0
1563,315.73,31.57,143.8,20.68,-3.6660000000000004,302,239,217,31.26,0.9000000000000057
1564,315.93,31.59,143.8,19.74,-3.708,302,239,217,31.28,0.9000000000000057
1565,316.13,31.61,143.8,18.67,-3.762,302,240,218,31.3,0.9000000000000057
1566,316.33,31.63,143.7,17.4,-3.864,302,241,219,31.32,0.799999999999983
1567,316.53,31.65,143.6,16.66,-3.9360000000000004,301,242,220,31.34,0.6999999999999886
1568,316.74,31.67,143.5,16.05,-3.995,300,243,221,31.36,0.5999999999999943
1569,316.94,31.69,143.4,15.02,-4.138999999999999,300,246,223,31.38,0.5
1570,317.14,31.71,143.3,14.44,-4.209,300,246,223,31.400000000000002,0.4000000000000057
1571,317.34,31.73,143.2,14.11,-4.288,301,247,224,31.42,0.29999999999998295
1572,317.54,31.76,143.2,13.7,-4.382,300,248,225,31.44,0.29999999999998295
1573,317.75,31.78,143.1,13.23,-4.494,301,249,226,31.46,0.19999999999998863
1574,317.95,31.8,143.0,12.85,-4.543,301,250,227,31.48,0.09999999999999432
1575,318.15,31.82,143.0,12.81,-4.602,301,250,227,31.5,0.09999999999999432
1576,318.35,31.84,142.9,12.65,-4.663,301,251,228,31.52,0.0
1577,318.55,31.86,142.9,12.54,-4.675,302,251,228,31.54,0.0
1578,318.76,31.88,142.9,12.51,-4.6819999999999995,301,251,228,31.560000000000002,0.0
1579,318.96,31.9,142.9,12.56,-4.691,302,251,228,31.580000000000002,0.0
1580,319.16,31.92,142.9,12.73,-4.6930000000000005,302,251,228,31.6,0.0
1581,319.36,31.94,142.9,12.75,-4.677,302,251,229,31.62,0.0
1582,319.56,31.96,142.9,13.34,-4.646,302,251,228,31.64,0.0
1583,319.77,31.98,142.9,14.49,-4.558,303,252,229,31.66,0.0
1584,319.97,32.0,143.0,15.3,-4.494,302,252,229,31.68,0.09999999999999432
1585,320.17,32.02,143.2,16.13,-4.412,303,251,229,31.7,0.29999999999998295
