,时间,振次,轴位移,力,应力,变形,侧位移,围压,孔压,反压,体变,小体变
11538,330.67,233.07,119.8,20.46,30,2.681,236.6,301,245,222,2116,-7.3
11539,330.88,233.09,119.8,21.33,31,2.73,237.2,302,244,222,2117,-7.1
11540,331.08,233.11,119.8,22.14,33,2.763,237.1,302,243,222,2116,-7.5
11541,331.28,233.13,119.8,23.93,34,2.8560000000000003,236.7,303,243,221,2117,-7.3
11542,331.48,233.15,119.9,24.57,36,2.885,236.3,303,243,221,2117,-7.3
11543,331.68,233.17000000000002,119.9,25.22,37,2.915,236.6,302,243,220,2118,-7.4
11544,331.89,233.19,119.9,26.31,38,2.978,236.8,303,242,220,2116,-7.4
11545,332.09,233.21,120.0,26.81,38,2.9930000000000003,237.3,303,242,220,2115,-7.1
11546,332.29,233.23,119.9,27.18,39,3.013,236.7,303,241,219,2117,-7.1
11547,332.49,233.25,119.9,27.57,39,3.02,236.6,303,241,219,2117,-7.3
11548,332.69,233.27,119.9,27.94,40,3.031,236.7,303,241,219,2116,-7.0
11549,332.9,233.29,119.9,28.03,40,3.0389999999999997,236.8,303,240,219,2116,-6.9
11550,333.1,233.31,120.0,28.11,39,3.051,237.0,303,240,219,2117,-7.4
11551,333.3,233.32999999999998,120.0,28.11,40,3.075,236.8,303,241,218,2118,-7.4
11552,333.5,233.35,120.0,28.1,40,3.0669999999999997,236.5,303,241,219,2117,-7.6
11553,333.7,233.37,120.0,27.98,40,3.07,236.9,303,241,219,2118,-7.3
11554,333.91,233.39,120.0,28.08,40,3.0580000000000003,236.9,303,241,219,2115,-6.9
11555,334.11,233.41,119.9,27.68,38,3.0439999999999996,236.9,302,240,219,2116,-7.4
11556,334.31,233.43,120.0,27.2,37,3.043,237.0,303,241,219,2117,-7.1
11557,334.51,233.45,120.0,26.63,37,3.04,236.5,303,241,219,2116,-7.0
11558,334.71,233.47,120.0,25.21,35,3.0069999999999997,236.8,302,241,219,2117,-7.5
11559,334.92,233.49,119.9,24.58,34,2.977,236.8,303,240,218,2115,-7.1
11560,335.12,233.51,119.9,23.76,32,2.958,237.2,302,241,218,2117,-7.6
11561,335.32,233.53,119.9,22.27,31,2.9010000000000002,236.3,302,241,219,2116,-7.3
11562,335.52,233.55,119.9,21.48,30,2.878,236.5,302,241,219,2116,-7.4
11563,335.72,233.57,119.8,20.94,28,2.8360000000000003,236.6,302,241,219,2115,-7.4
11564,335.93,233.59,119.8,20.12,27,2.8080000000000003,236.9,302,242,219,2117,-7.3
11565,336.13,233.61,119.9,18.9,26,2.736,237.1,302,242,220,2118,-7.6
11566,336.33,233.63,119.7,18.24,25,2.705,236.7,301,242,221,2117,-7.5
11567,336.53,233.65,119.7,17.74,24,2.661,236.5,301,243,220,2117,-7.5
11568,336.73,233.67000000000002,119.7,16.7,23,2.575,236.9,301,243,222,2114,-6.8
11569,336.94,233.69,119.6,16.22,23,2.54,236.9,301,244,222,2116,-7.4
11570,337.14,233.71,119.6,15.75,22,2.496,237.1,301,244,222,2117,-7.0
11571,337.34,233.74,119.5,15.36,21,2.4659999999999997,236.8,301,245,222,2116,-7.4
11572,337.54,233.76,119.5,15.03,21,2.405,236.5,301,245,223,2117,-7.5
11573,337.74,233.78,119.6,14.65,21,2.36,236.7,301,245,223,2116,-7.1
11574,337.95,233.8,119.5,14.54,20,2.342,237.1,301,245,223,2116,-7.0
11575,338.15,233.82,119.4,14.4,20,2.315,237.2,301,246,223,2116,-7.3
11576,338.35,233.84,119.5,14.29,20,2.307,236.9,301,245,224,2119,-7.4
11577,338.55,233.86,119.5,14.32,20,2.305,236.7,301,245,223,2118,-7.0
11578,338.75,233.88,119.4,14.41,20,2.295,236.7,301,246,223,2117,-7.5
11579,338.96,233.9,119.4,14.47,20,2.302,237.1,300,246,224,2118,-7.3
11580,339.16,233.92000000000002,119.5,14.51,21,2.295,237.2,301,245,223,2118,-7.5
11581,339.36,233.94,119.4,14.49,22,2.314,236.6,301,246,223,2118,-7.1
11582,339.56,233.96,119.4,15.5,22,2.334,236.5,301,246,223,2117,-7.6
11583,339.76,233.98,119.5,16.15,23,2.367,236.7,301,246,224,2116,-7.4
11584,339.97,234.0,119.5,16.61,25,2.418,236.9,301,246,224,2117,-7.1
11585,340.17,234.02,119.7,18.05,26,2.5140000000000002,237.2,301,246,224,2116,-7.3
11586,340.37,234.04,119.6,18.9,28,2.57,236.9,302,246,223,2115,-7.3
11587,340.57,234.06,119.7,19.54,29,2.6189999999999998,236.4,302,245,223,2117,-7.4
11588,340.77,234.07999999999998,119.7,20.45,31,2.687,236.6,302,245,222,2119,-7.5
11589,340.98,234.1,119.7,22.2,33,2.772,237.0,302,243,221,2116,-7.1
11590,341.18,234.12,119.9,23.11,33,2.8139999999999996,237.3,302,243,221,2116,-7.3
11591,341.38,234.14,119.8,23.8,34,2.85,236.7,303,243,221,2117,-7.1
11592,341.58,234.16,119.9,25.22,36,2.918,236.6,303,242,220,2117,-7.3
11593,341.78,234.18,119.8,25.79,37,2.946,236.6,303,242,220,2118,-7.0
11594,341.99,234.2,119.9,26.39,38,2.965,237.2,303,242,219,2116,-7.3
11595,342.19,234.22,119.9,26.92,39,2.9960000000000004,237.1,303,241,219,2118,-7.0
11596,342.39,234.24,119.9,27.58,39,3.0180000000000002,236.8,303,241,219,2116,-7.0
11597,342.59,234.26,119.9,27.71,39,3.03,236.6,303,241,219,2116,-7.3
11598,342.79,234.28,120.0,28.0,39,3.034,236.6,303,241,219,2117,-7.6
11599,343.0,234.3,120.1,28.16,39,3.057,237.0,303,241,219,2117,-7.4
11600,343.2,234.32,120.0,28.25,40,3.0580000000000003,237.2,303,241,219,2117,-7.4
11601,343.4,234.34,119.9,28.24,40,3.053,236.7,303,240,219,2116,-7.5
11602,343.6,234.36,120.0,28.1,39,3.068,236.5,303,241,219,2117,-7.4
11603,343.8,234.38,120.0,28.06,40,3.062,236.7,303,240,219,2115,-7.1
11604,344.01,234.4,120.0,27.96,39,3.071,237.3,303,241,219,2118,-7.4
11605,344.21,234.42000000000002,120.0,27.56,38,3.069,237.0,303,241,219,2116,-7.3
11606,344.41,234.44,120.0,26.61,37,3.035,236.7,303,241,218,2114,-7.0
11607,344.61,234.46,120.0,26.11,36,3.0210000000000004,236.5,303,241,218,2116,-7.3
11608,344.81,234.48,119.9,25.26,34,3.022,236.4,303,240,219,2115,-7.1
11609,345.02,234.5,120.0,23.84,33,2.965,237.0,303,241,219,2117,-7.1
11610,345.22,234.52,120.0,22.96,32,2.9539999999999997,237.2,302,241,219,2116,-7.4
11611,345.42,234.54,119.9,22.31,30,2.915,236.7,302,241,219,2116,-7.4
11612,345.62,234.56,120.0,21.55,29,2.883,236.8,302,241,219,2116,-7.4
11613,345.82,234.57999999999998,119.7,20.18,28,2.833,236.7,302,242,219,2116,-7.5
11614,346.03,234.6,119.8,19.53,27,2.787,236.7,302,241,220,2117,-7.1
11615,346.23,234.62,119.8,18.95,26,2.758,236.9,301,242,220,2118,-7.0
11616,346.43,234.64,119.7,17.74,25,2.667,236.9,301,243,221,2117,-7.4
11617,346.63,234.66,119.6,17.19,23,2.6260000000000003,236.5,301,243,221,2117,-7.4
11618,346.83,234.68,119.6,16.69,22,2.592,236.5,301,243,221,2117,-7.3
11619,347.04,234.7,119.6,15.81,22,2.501,237.0,301,245,222,2115,-7.3
11620,347.24,234.72,119.6,15.57,22,2.471,237.1,301,245,222,2117,-7.5
11621,347.44,234.75,119.6,15.18,21,2.444,236.8,301,244,223,2116,-7.1
11622,347.64,234.77,119.5,14.84,21,2.404,236.5,300,245,223,2118,-7.1
11623,347.84,234.79,119.4,14.53,21,2.344,236.6,301,245,224,2116,-7.3
11624,348.05,234.81,119.5,14.51,21,2.326,237.0,301,245,223,2117,-7.5
11625,348.25,234.82999999999998,119.6,14.46,20,2.3209999999999997,237.2,301,246,223,2118,-7.8
11626,348.45,234.85,119.5,14.33,20,2.312,236.8,301,245,223,2118,-7.4
11627,348.65,234.87,119.4,14.32,20,2.306,236.7,301,245,223,2116,-7.0
11628,348.85,234.89,119.4,14.39,21,2.294,236.7,301,245,224,2116,-7.4
11629,349.06,234.91,119.4,14.42,20,2.3,236.8,300,246,223,2116,-7.6
11630,349.26,234.93,119.4,14.66,21,2.313,237.1,301,246,223,2117,-7.6
11631,349.46,234.95,119.5,14.74,22,2.335,236.9,301,246,223,2116,-7.0
11632,349.66,234.97,119.5,15.46,23,2.354,236.3,301,246,224,2115,-7.1
11633,349.86,234.99,119.5,16.76,24,2.395,236.8,301,246,224,2116,-7.4
11634,350.07,235.01,119.4,17.35,26,2.4730000000000003,236.9,301,246,224,2117,-7.4
11635,350.27,235.03,119.5,18.19,27,2.506,237.1,301,246,224,2116,-6.9
11636,350.47,235.05,119.6,18.9,28,2.575,237.1,302,246,223,2114,-7.6
11637,350.67,235.07,119.7,20.5,30,2.673,236.2,302,244,223,2116,-6.9
11638,350.87,235.09,119.6,21.28,32,2.7430000000000003,236.7,301,244,222,2117,-7.0
11639,351.08,235.11,119.8,22.16,33,2.793,236.8,302,243,222,2117,-7.5
11640,351.28,235.13,119.8,23.86,35,2.85,237.2,303,243,221,2119,-7.3
11641,351.48,235.15,119.8,24.55,36,2.911,237.0,303,242,221,2118,-7.5
11642,351.68,235.17000000000002,120.0,25.28,37,2.966,236.9,302,242,220,2118,-7.4
11643,351.88,235.19,119.8,26.43,38,2.968,236.5,303,242,220,2119,-7.6
11644,352.09,235.21,120.0,26.78,38,2.991,236.9,303,242,219,2117,-7.5
11645,352.29,235.23,119.9,27.27,39,2.9989999999999997,237.0,303,242,219,2117,-7.5
11646,352.49,235.25,120.0,27.54,39,3.012,237.1,303,241,219,2116,-6.9
11647,352.69,235.27,120.0,27.91,39,3.0389999999999997,237.0,303,241,219,2117,-7.3
11648,352.89,235.29,119.9,27.94,39,3.0439999999999996,236.6,303,241,219,2116,-7.3
11649,353.1,235.31,120.0,28.13,40,3.065,236.6,303,241,219,2116,-7.1
11650,353.3,235.32999999999998,120.0,28.07,40,3.0660000000000003,236.8,302,241,219,2117,-7.3
11651,353.5,235.35,120.0,28.2,39,3.049,237.2,303,241,219,2118,-7.3
11652,353.7,235.37,120.0,28.18,39,3.045,236.8,303,241,219,2116,-7.0
11653,353.9,235.39,120.0,27.96,39,3.0589999999999997,237.0,303,241,219,2119,-7.4
11654,354.11,235.41,120.1,27.66,39,3.055,236.7,303,241,219,2117,-7.3
11655,354.31,235.43,119.9,27.02,38,3.057,236.6,302,240,219,2117,-7.4
11656,354.51,235.45,120.0,26.54,37,3.054,237.2,303,241,218,2117,-7.0
11657,354.71,235.47,119.9,25.37,35,3.0010000000000003,237.1,302,241,219,2117,-7.3
11658,354.91,235.49,120.0,24.56,34,2.985,236.8,302,241,219,2120,-7.4
11659,355.12,235.51,119.9,23.88,32,2.969,236.6,302,241,218,2118,-7.6
11660,355.32,235.53,119.9,22.32,31,2.907,236.7,302,241,219,2116,-7.0
11661,355.52,235.55,119.9,21.57,29,2.8739999999999997,236.9,302,241,219,2116,-7.1
11662,355.72,235.57,119.8,20.85,29,2.833,237.6,302,242,219,2116,-7.3
11663,355.92,235.59,119.8,20.14,27,2.807,237.1,302,242,220,2119,-7.6
11664,356.13,235.61,119.7,18.88,26,2.728,236.5,301,243,220,2117,-7.5
11665,356.33,235.63,119.7,18.31,25,2.697,236.5,302,243,220,2116,-7.5
11666,356.53,235.65,119.7,17.71,24,2.6519999999999997,236.8,301,243,221,2116,-7.5
11667,356.73,235.67000000000002,119.6,16.75,23,2.565,237.4,301,243,222,2119,-7.4
11668,356.93,235.69,119.6,16.28,22,2.529,237.1,301,244,221,2117,-7.5
11669,357.14,235.71,119.7,15.97,21,2.495,236.6,300,244,222,2116,-7.5
11670,357.34,235.74,119.5,15.42,21,2.45,236.6,301,245,222,2115,-7.3
11671,357.54,235.76,119.5,14.87,21,2.3890000000000002,236.7,301,245,223,2118,-7.5
11672,357.74,235.78,119.4,14.63,20,2.346,236.9,301,245,223,2116,-7.1
11673,357.94,235.8,119.4,14.57,20,2.331,237.2,301,245,223,2119,-7.4
11674,358.15,235.82,119.4,14.34,21,2.316,236.7,301,245,223,2117,-7.4
11675,358.35,235.84,119.5,14.36,20,2.295,236.6,300,246,223,2117,-7.4
11676,358.55,235.86,119.4,14.47,21,2.3,236.6,301,245,224,2119,-7.1
11677,358.75,235.88,119.4,14.34,20,2.29,236.9,301,246,223,2117,-7.3
11678,358.95,235.9,119.5,14.51,20,2.3,237.1,301,245,223,2115,-7.4
11679,359.16,235.92000000000002,119.4,14.48,20,2.292,236.9,301,246,223,2116,-7.5
11680,359.36,235.94,119.3,14.51,21,2.303,236.7,301,245,223,2118,-7.3
11681,359.56,235.96,119.4,15.26,22,2.3369999999999997,236.9,301,246,223,2115,-7.3
11682,359.76,235.98,119.5,16.12,23,2.37,236.8,301,246,224,2118,-7.8
11683,359.96,236.0,119.5,16.58,25,2.421,237.5,301,246,224,2118,-7.5
11684,360.17,236.02,119.5,18.03,26,2.516,237.4,302,246,223,2116,-7.6
11685,360.37,236.04,119.5,18.83,28,2.5669999999999997,236.9,301,245,224,2118,-7.4
11686,360.57,236.06,119.8,19.68,29,2.627,236.7,301,245,223,2116,-7.4
11687,360.77,236.07999999999998,119.7,20.48,31,2.673,236.5,302,245,222,2117,-7.6
11688,360.97,236.1,119.7,22.36,32,2.766,237.0,302,244,221,2115,-6.9
11689,361.18,236.12,119.7,23.03,34,2.819,237.5,302,244,221,2116,-7.1
11690,361.38,236.14,119.7,23.86,35,2.86,237.0,302,243,220,2116,-7.4
11691,361.58,236.16,119.8,25.23,36,2.923,236.8,302,242,220,2118,-7.3
11692,361.78,236.18,119.8,25.81,37,2.95,236.6,303,242,220,2117,-7.3
11693,361.98,236.2,119.9,26.43,38,2.972,236.5,303,241,219,2115,-7.1
11694,362.19,236.22,119.8,26.84,39,2.988,237.2,303,242,220,2119,-7.1
11695,362.39,236.24,119.9,27.63,39,3.022,237.2,303,241,219,2117,-7.5
11696,362.59,236.26,120.0,27.87,40,3.0380000000000003,236.9,302,241,219,2119,-8.0
11697,362.79,236.28,119.9,27.98,39,3.0469999999999997,236.7,302,241,219,2117,-7.3
11698,362.99,236.3,120.0,28.1,39,3.051,236.8,303,241,218,2116,-7.5
11699,363.2,236.32,119.9,28.05,40,3.068,237.0,303,241,219,2118,-7.4
11700,363.4,236.34,120.0,28.22,39,3.068,237.2,303,241,219,2117,-7.3
11701,363.6,236.36,120.0,28.02,40,3.069,236.8,303,241,219,2117,-7.6
11702,363.8,236.38,120.0,28.07,40,3.069,236.8,303,241,219,2117,-7.5
11703,364.0,236.4,119.9,27.9,39,3.068,236.6,303,241,219,2117,-7.3
11704,364.21,236.42000000000002,120.0,27.63,39,3.068,237.0,302,241,219,2117,-7.4
11705,364.41,236.44,120.0,26.68,37,3.051,237.3,303,241,218,2117,-7.3
11706,364.61,236.46,119.9,25.93,36,3.0380000000000003,236.9,303,241,219,2118,-6.9
11707,364.81,236.48,120.0,25.25,34,3.013,236.6,302,240,219,2119,-7.5
11708,365.01,236.5,120.0,23.95,34,2.967,236.7,302,241,219,2116,-6.9
11709,365.22,236.52,119.9,22.98,32,2.949,236.7,302,241,219,2117,-7.3
11710,365.42,236.54,119.9,22.31,30,2.925,236.9,302,242,219,2115,-7.4
11711,365.62,236.56,119.9,21.72,29,2.9,237.2,303,241,219,2116,-7.0
11712,365.82,236.57999999999998,119.8,20.11,28,2.835,236.7,302,241,220,2116,-7.3
11713,366.02,236.6,119.8,19.51,27,2.7889999999999997,236.5,302,242,220,2118,-7.0
11714,366.23,236.62,119.8,18.85,26,2.755,237.0,302,243,220,2117,-7.3
11715,366.43,236.64,119.8,17.7,24,2.679,237.2,302,243,220,2115,-7.0
11716,366.63,236.66,119.7,17.11,24,2.633,237.1,301,243,221,2115,-7.5
11717,366.83,236.68,119.6,16.65,23,2.603,236.7,301,243,221,2118,-7.3
11718,367.03,236.7,119.4,15.74,22,2.526,236.6,301,244,222,2115,-7.0
11719,367.24,236.73,119.6,15.46,22,2.488,236.8,301,245,222,2118,-7.6
11720,367.44,236.75,119.5,15.19,22,2.449,237.3,301,245,222,2119,-7.1
11721,367.64,236.77,119.6,14.93,20,2.417,237.0,301,245,223,2116,-7.1
11722,367.84,236.79,119.5,14.59,21,2.367,236.8,300,245,223,2116,-7.0
11723,368.04,236.81,119.5,14.54,20,2.3280000000000003,236.6,301,245,223,2118,-7.3
11724,368.25,236.82999999999998,119.4,14.43,20,2.318,236.9,300,246,223,2117,-7.6
11725,368.45,236.85,119.4,14.36,21,2.312,237.3,301,245,223,2115,-7.4
11726,368.65,236.87,119.5,14.35,20,2.313,237.1,301,246,223,2117,-7.4
11727,368.85,236.89,119.5,14.5,21,2.311,236.8,301,246,224,2116,-7.1
11728,369.05,236.91,119.5,14.44,20,2.315,236.7,301,245,224,2117,-7.1
11729,369.26,236.93,119.4,14.55,21,2.3209999999999997,236.8,301,246,223,2117,-7.4
11730,369.46,236.95,119.5,14.9,21,2.343,237.0,301,246,224,2119,-7.1
11731,369.66,236.97,119.4,15.45,23,2.358,237.3,301,246,224,2116,-7.5
11732,369.86,236.99,119.5,16.66,24,2.415,237.0,301,246,224,2117,-7.4
11733,370.06,237.01,119.6,17.35,26,2.478,236.8,301,246,224,2116,-7.1
11734,370.27,237.03,119.6,18.06,27,2.532,236.9,302,246,224,2116,-7.1
11735,370.47,237.05,119.7,18.86,28,2.593,237.0,302,246,223,2116,-7.4
11736,370.67,237.07,119.9,20.48,30,2.786,236.9,302,244,222,2119,-7.5
11737,370.87,237.09,119.9,21.31,31,2.838,236.9,302,244,222,2116,-7.1
11738,371.07,237.11,119.9,22.26,33,2.886,236.6,302,243,222,2117,-7.3
11739,371.28,237.13,120.0,23.88,34,2.983,236.5,302,243,221,2116,-6.8
11740,371.48,237.15,119.9,24.55,36,2.947,237.0,302,243,220,2118,-7.5
11741,371.68,237.17000000000002,119.8,25.25,36,2.946,237.3,303,242,220,2115,-7.3
11742,371.88,237.19,119.9,26.24,38,2.9960000000000004,237.0,302,241,220,2118,-7.4
11743,372.08,237.21,119.9,26.81,38,3.017,236.7,303,241,219,2118,-7.1
11744,372.29,237.23,119.9,27.25,39,3.035,236.7,303,241,220,2118,-7.6
11745,372.49,237.25,119.9,27.52,40,3.052,236.9,303,241,220,2118,-7.3
11746,372.69,237.27,120.0,28.0,40,3.068,237.3,303,241,219,2116,-7.3
11747,372.89,237.29,120.0,27.93,40,3.0839999999999996,237.1,303,241,219,2117,-7.1
11748,373.09,237.31,120.0,28.17,40,3.0860000000000003,237.0,303,241,219,2117,-6.9
11749,373.3,237.32999999999998,119.9,28.09,40,3.076,236.6,302,241,219,2116,-6.8
11750,373.5,237.35,120.0,28.0,40,3.0839999999999996,236.6,303,241,219,2117,-7.3
11751,373.7,237.37,120.0,28.12,40,3.088,237.2,303,240,219,2117,-7.5
11752,373.9,237.39,120.0,27.91,39,3.085,236.9,303,241,219,2115,-6.9
11753,374.1,237.41,119.9,27.66,38,3.0660000000000003,237.1,303,241,219,2116,-7.4
11754,374.31,237.43,120.0,27.07,38,3.07,236.8,302,241,219,2116,-7.4
11755,374.51,237.45,120.0,26.53,36,3.077,236.8,303,241,219,2117,-7.1
11756,374.71,237.47,120.1,25.19,35,3.036,236.6,303,241,219,2117,-7.0
11757,374.91,237.49,120.0,24.47,34,3.017,237.2,302,241,219,2116,-7.3
11758,375.11,237.51,120.0,23.8,33,2.997,237.1,303,241,219,2116,-7.1
11759,375.32,237.53,119.9,22.25,31,2.929,236.9,302,241,219,2117,-7.3
11760,375.52,237.55,119.8,21.66,30,2.8989999999999996,236.8,302,242,219,2116,-7.1
11761,375.72,237.57,119.9,20.79,29,2.8689999999999998,237.1,302,241,219,2117,-7.0
11762,375.92,237.59,119.9,20.18,27,2.844,237.1,302,241,220,2116,-7.4
11763,376.12,237.61,119.8,18.84,26,2.766,237.1,301,242,221,2118,-7.1
11764,376.33,237.63,119.8,18.32,25,2.737,236.8,301,242,221,2115,-6.9
11765,376.53,237.65,119.8,17.68,24,2.6910000000000003,236.7,301,243,221,2114,-7.3
11766,376.73,237.67000000000002,119.6,16.67,23,2.6060000000000003,236.8,301,244,221,2117,-7.1
11767,376.93,237.69,119.6,16.36,23,2.5610000000000004,237.1,301,244,221,2116,-7.6
11768,377.13,237.72,119.5,15.81,22,2.525,237.5,301,244,222,2117,-7.1
11769,377.34,237.74,119.6,15.38,22,2.4930000000000003,236.9,301,244,222,2117,-7.5
11770,377.54,237.76,119.5,14.9,21,2.426,236.8,300,245,223,2117,-7.4
11771,377.74,237.78,119.5,14.7,21,2.397,236.6,301,245,224,2117,-7.3
11772,377.94,237.8,119.5,14.59,21,2.378,237.1,301,245,223,2117,-7.4
11773,378.14,237.82,119.5,14.26,21,2.338,237.4,300,245,223,2116,-7.3
11774,378.35,237.84,119.5,14.27,20,2.345,237.1,301,246,223,2118,-7.4
11775,378.55,237.86,119.4,14.31,20,2.331,236.9,301,246,223,2117,-7.4
11776,378.75,237.88,119.5,14.38,20,2.335,236.5,301,246,223,2116,-7.1
11777,378.95,237.9,119.5,14.39,20,2.333,236.7,301,246,223,2118,-7.4
11778,379.15,237.92000000000002,119.5,14.52,21,2.336,237.4,301,246,224,2119,-7.0
11779,379.36,237.94,119.4,14.7,21,2.326,237.2,301,246,224,2116,-7.0
11780,379.56,237.96,119.5,15.48,22,2.373,237.1,301,246,224,2119,-7.6
11781,379.76,237.98,119.6,16.04,24,2.398,236.7,300,246,224,2120,-7.6
11782,379.96,238.0,119.6,16.63,25,2.449,236.7,301,246,224,2116,-7.3
11783,380.16,238.02,119.6,18.03,26,2.5340000000000003,237.4,301,246,224,2117,-7.5
11784,380.37,238.04,119.7,18.83,28,2.593,237.2,302,245,223,2119,-7.5
11785,380.57,238.06,119.6,19.61,29,2.654,237.0,302,245,223,2116,-7.3
11786,380.77,238.07999999999998,119.7,20.46,31,2.708,236.6,302,245,222,2117,-7.4
11787,380.97,238.1,119.8,22.25,33,2.8110000000000004,236.6,302,244,221,2117,-6.8
11788,381.17,238.12,119.8,23.09,34,2.852,237.0,302,243,221,2118,-7.3
11789,381.38,238.14,119.8,23.87,35,2.8989999999999996,237.1,302,243,221,2117,-7.4
11790,381.58,238.16,119.9,25.29,36,2.9789999999999996,237.3,303,242,221,2116,-7.1
11791,381.78,238.18,119.9,25.86,37,2.9939999999999998,236.8,303,242,220,2117,-7.4
11792,381.98,238.2,119.9,26.44,38,3.012,236.6,303,242,220,2118,-7.4
11793,382.18,238.22,120.0,26.72,38,3.034,236.3,303,242,219,2116,-6.9
11794,382.39,238.24,119.9,27.35,39,3.069,237.3,303,241,219,2115,-6.9
11795,382.59,238.26,119.9,27.74,40,3.07,237.2,303,242,219,2118,-7.0
11796,382.79,238.28,120.0,27.82,40,3.093,236.8,303,241,219,2117,-7.3
11797,382.99,238.3,119.9,28.02,40,3.083,236.6,303,241,219,2117,-7.1
11798,383.19,238.32,120.1,28.09,40,3.097,236.9,303,241,219,2116,-7.5
11799,383.4,238.34,120.0,28.17,39,3.1010000000000004,237.1,303,241,219,2117,-7.3
11800,383.6,238.36,120.1,28.12,40,3.1010000000000004,237.1,303,241,219,2118,-7.0
11801,383.8,238.38,120.0,28.03,39,3.102,236.7,303,241,219,2117,-7.3
11802,384.0,238.4,119.9,28.0,39,3.088,236.6,302,241,219,2118,-7.4
11803,384.2,238.42000000000002,120.0,27.51,38,3.103,236.6,303,241,218,2116,-7.6
11804,384.41,238.44,120.1,26.56,38,3.0869999999999997,237.2,303,240,219,2117,-7.5
11805,384.61,238.46,120.0,25.91,36,3.0589999999999997,237.3,303,241,219,2116,-7.1
11806,384.81,238.48,119.9,25.3,35,3.0469999999999997,237.1,303,241,219,2119,-7.1
11807,385.01,238.5,120.0,23.9,33,3.0060000000000002,236.7,303,241,218,2117,-7.5
11808,385.21,238.52,119.9,23.08,31,2.991,236.7,302,241,219,2118,-7.4
11809,385.42,238.54,119.9,22.33,30,2.968,236.7,302,241,219,2118,-7.3
11810,385.62,238.56,119.9,21.67,29,2.9210000000000003,237.1,302,242,219,2116,-7.3
11811,385.82,238.57999999999998,119.8,20.12,28,2.8510000000000004,236.8,302,242,219,2116,-7.0
11812,386.02,238.6,119.9,19.42,27,2.852,236.9,302,242,220,2118,-7.1
11813,386.22,238.62,119.7,18.97,25,2.79,236.6,302,243,220,2118,-7.4
11814,386.43,238.64,119.7,17.82,24,2.7119999999999997,236.7,301,243,221,2118,-7.1
11815,386.63,238.66,119.8,17.28,24,2.6710000000000003,236.9,301,244,221,2119,-7.3
11816,386.83,238.68,119.8,16.82,23,2.62,237.0,301,244,222,2117,-7.1
11817,387.03,238.71,119.7,15.76,22,2.563,236.9,301,245,222,2116,-7.3
11818,387.23,238.73,119.5,15.54,22,2.504,236.7,301,245,222,2116,-7.6
11819,387.44,238.75,119.5,15.13,21,2.467,236.6,301,245,223,2119,-7.5
11820,387.64,238.77,119.6,14.85,21,2.4419999999999997,237.1,300,245,223,2115,-7.4
11821,387.84,238.79,119.6,14.64,21,2.384,237.2,300,245,223,2119,-8.0
11822,388.04,238.81,119.4,14.47,20,2.369,236.9,300,246,223,2117,-7.1
11823,388.24,238.82999999999998,119.6,14.42,21,2.369,236.8,301,246,223,2116,-6.8
11824,388.45,238.85,119.5,14.47,20,2.352,236.3,300,246,223,2118,-7.4
11825,388.65,238.87,119.4,14.35,21,2.351,237.1,301,246,223,2117,-7.1
11826,388.85,238.89,119.5,14.51,20,2.347,237.1,301,245,223,2115,-7.4
11827,389.05,238.91,119.4,14.43,20,2.347,236.8,301,245,224,2115,-7.1
11828,389.25,238.93,119.6,14.59,21,2.36,236.9,301,245,223,2117,-7.5
11829,389.46,238.95,119.5,14.99,22,2.372,236.5,301,246,223,2117,-7.3
11830,389.66,238.97,119.6,15.4,24,2.38,236.9,301,246,224,2117,-7.3
11831,389.86,238.99,119.5,16.71,24,2.456,237.3,301,247,224,2117,-7.1
11832,390.06,239.01,119.5,17.41,25,2.496,237.0,301,246,224,2117,-7.3
11833,390.26,239.03,119.5,18.13,26,2.542,237.0,301,246,223,2116,-7.4
11834,390.47,239.05,119.5,18.81,28,2.613,236.9,301,246,223,2115,-7.3
11835,390.67,239.07,119.8,20.52,30,2.725,236.8,302,244,223,2118,-7.1
11836,390.87,239.09,119.7,21.34,31,2.7769999999999997,236.7,302,244,222,2119,-7.5
11837,391.07,239.11,119.9,22.18,33,2.825,237.4,302,243,222,2117,-7.3
11838,391.27,239.13,119.9,23.87,34,2.9210000000000003,236.9,302,243,221,2115,-7.1
11839,391.48,239.15,120.0,24.64,36,2.951,237.1,303,242,220,2118,-7.5
11840,391.68,239.17000000000002,120.0,25.24,37,2.985,236.8,302,243,220,2116,-7.1
11841,391.88,239.19,120.0,26.34,37,3.015,237.0,303,242,220,2117,-7.3
11842,392.08,239.21,120.1,26.84,38,3.0469999999999997,237.2,303,242,220,2117,-7.1
11843,392.28,239.23,120.0,27.22,39,3.0639999999999996,236.9,303,241,219,2117,-7.1
11844,392.49,239.25,120.0,27.48,39,3.083,237.1,303,242,219,2117,-7.4
11845,392.69,239.27,120.0,27.95,40,3.089,236.8,303,241,219,2116,-7.4
11846,392.89,239.29,120.0,27.95,39,3.102,237.0,303,241,219,2119,-7.4
11847,393.09,239.31,120.1,28.13,40,3.0980000000000003,236.9,303,241,219,2117,-7.5
11848,393.29,239.32999999999998,120.0,28.13,40,3.11,237.5,303,241,219,2116,-7.1
11849,393.5,239.35,120.0,28.02,40,3.1189999999999998,237.1,303,241,219,2118,-7.5
11850,393.7,239.37,119.9,28.11,40,3.1,237.0,303,241,219,2117,-7.0
