,时间,振次,轴位移,力,变形,围压,孔压,反压
22383,1520.86,152.11,126.0,23.63,16.651,300,243,224
22384,1521.06,152.13,126.0,24.34,16.68,300,243,223
22385,1521.26,152.15,126.0,24.93,16.699,301,243,224
22386,1521.46,152.17,126.1,25.58,16.715999999999998,300,243,223
22387,1521.67,152.19,126.0,26.64,16.750999999999998,300,242,223
22388,1521.87,152.21,126.1,27.05,16.771,301,242,222
22389,1522.07,152.23,126.1,27.36,16.768,301,242,223
22390,1522.27,152.25,126.1,27.85,16.803,300,242,222
22391,1522.47,152.27,126.1,28.08,16.794,300,242,223
22392,1522.68,152.29,126.2,28.19,16.803,300,241,223
22393,1522.88,152.31,126.0,28.31,16.811,301,242,223
22394,1523.08,152.33,126.1,28.31,16.808,300,242,223
22395,1523.28,152.35,126.2,28.3,16.815,300,242,222
22396,1523.48,152.37,126.1,28.14,16.814,300,241,222
22397,1523.69,152.39,126.1,28.0,16.820999999999998,300,242,222
22398,1523.89,152.41,126.1,27.93,16.820999999999998,301,241,222
22399,1524.09,152.43,126.0,27.61,16.81,301,241,222
22400,1524.29,152.45,126.1,26.23,16.808,300,242,223
22401,1524.49,152.47,126.1,25.65,16.799,300,242,222
22402,1524.7,152.49,126.1,25.1,16.774,300,241,222
22403,1524.9,152.51,126.1,24.21,16.769000000000002,300,241,223
22404,1525.1,152.53,126.1,22.7,16.732,300,242,223
22405,1525.3,152.55,126.1,22.02,16.713,300,242,223
22406,1525.5,152.57,126.0,21.31,16.701,300,242,223
22407,1525.71,152.59,126.0,19.89,16.65,300,242,223
22408,1525.91,152.61,126.0,19.15,16.627,300,242,223
22409,1526.11,152.63,125.9,18.56,16.602999999999998,300,242,223
22410,1526.31,152.65,126.0,17.98,16.573,300,242,223
22411,1526.51,152.67,126.0,16.91,16.521,299,243,224
22412,1526.72,152.69,125.9,16.48,16.507,299,242,223
22413,1526.92,152.71,125.9,16.08,16.495,299,243,224
22414,1527.12,152.73,125.9,15.39,16.455,300,243,224
22415,1527.32,152.75,125.9,15.11,16.436,299,243,224
22416,1527.52,152.77,125.9,14.87,16.427,299,243,224
22417,1527.73,152.79,125.9,14.75,16.415,299,243,224
22418,1527.93,152.81,125.9,14.6,16.401,300,243,224
22419,1528.13,152.83,125.8,14.45,16.398,299,243,224
22420,1528.33,152.85,125.9,14.55,16.396,299,243,224
22421,1528.53,152.87,125.9,14.61,16.403,299,244,224
22422,1528.74,152.89,125.9,14.66,16.387999999999998,299,243,224
22423,1528.94,152.91,125.9,14.8,16.399,299,243,224
22424,1529.14,152.93,125.9,15.73,16.414,299,244,225
22425,1529.34,152.96,125.9,16.14,16.422,300,243,224
22426,1529.54,152.98,125.9,16.71,16.44,299,243,224
22427,1529.75,153.0,125.9,17.43,16.465999999999998,299,244,224
22428,1529.95,153.02,126.0,18.93,16.519000000000002,299,244,225
22429,1530.15,153.04,126.0,19.68,16.55,299,243,223
22430,1530.35,153.06,125.9,20.5,16.574,300,244,224
22431,1530.55,153.08,126.0,22.1,16.642,300,243,224
22432,1530.76,153.1,126.0,22.8,16.658,300,243,223
22433,1530.96,153.12,126.0,23.71,16.685,300,243,224
22434,1531.16,153.14,126.0,24.32,16.711,300,243,224
22435,1531.36,153.16,126.1,25.61,16.750999999999998,300,243,223
22436,1531.56,153.18,126.0,26.15,16.762,300,242,223
22437,1531.77,153.2,126.1,26.66,16.789,300,242,223
22438,1531.97,153.22,126.2,27.5,16.805999999999997,300,242,223
22439,1532.17,153.24,126.1,27.6,16.817999999999998,300,242,223
22440,1532.37,153.26,126.1,27.88,16.822,300,242,223
22441,1532.57,153.28,126.2,28.18,16.837,301,242,223
22442,1532.78,153.3,126.1,28.23,16.843,301,242,222
22443,1532.98,153.32,126.1,28.32,16.833,300,242,222
22444,1533.18,153.34,126.1,28.23,16.846,301,242,222
22445,1533.38,153.36,126.1,28.15,16.852999999999998,301,242,223
22446,1533.58,153.38,126.1,28.16,16.845,301,241,223
22447,1533.79,153.4,126.1,28.04,16.847,301,241,222
22448,1533.99,153.42,126.2,27.62,16.852,301,241,222
22449,1534.19,153.44,126.1,26.74,16.85,300,242,222
22450,1534.39,153.46,126.1,26.15,16.839000000000002,300,241,223
22451,1534.59,153.48,126.1,25.59,16.831,300,242,222
22452,1534.8,153.5,126.1,24.24,16.796,300,242,222
22453,1535.0,153.52,126.2,23.5,16.785999999999998,300,242,223
22454,1535.2,153.54,126.1,22.84,16.761,300,242,223
22455,1535.4,153.56,126.1,21.29,16.725,300,242,223
22456,1535.6,153.58,126.1,20.62,16.699,300,241,223
22457,1535.81,153.6,126.0,19.87,16.673,299,242,224
22458,1536.01,153.62,126.0,18.53,16.634,300,243,223
22459,1536.21,153.64,126.0,17.98,16.618,300,242,223
22460,1536.41,153.66,125.9,17.4,16.593,300,242,224
22461,1536.61,153.68,126.0,16.91,16.569000000000003,300,243,223
22462,1536.82,153.7,125.9,16.09,16.521,299,243,224
22463,1537.02,153.72,126.0,15.72,16.503,299,242,224
22464,1537.22,153.74,125.9,15.47,16.491,299,243,224
22465,1537.42,153.76,125.9,14.92,16.456,299,243,224
22466,1537.62,153.78,125.9,14.76,16.452,299,244,224
22467,1537.83,153.8,125.9,14.71,16.439,299,243,224
22468,1538.03,153.82,125.9,14.6,16.437,299,243,224
22469,1538.23,153.84,125.9,14.59,16.432000000000002,299,243,224
22470,1538.43,153.86,125.9,14.57,16.427,299,243,224
22471,1538.63,153.88,125.9,14.64,16.434,299,243,224
22472,1538.84,153.9,125.9,14.81,16.425,300,243,224
22473,1539.04,153.92,125.9,15.12,16.438,300,244,224
22474,1539.24,153.95,125.9,15.66,16.442,299,244,224
22475,1539.44,153.97,125.9,16.8,16.47,300,244,224
22476,1539.64,153.99,126.0,17.43,16.494,300,244,224
22477,1539.85,154.01,125.9,18.1,16.514,299,244,224
22478,1540.05,154.03,126.0,18.92,16.555999999999997,299,244,224
22479,1540.25,154.05,126.1,20.52,16.61,300,243,224
22480,1540.45,154.07,126.0,21.33,16.637,300,243,224
22481,1540.65,154.09,126.0,22.08,16.663,300,243,223
22482,1540.86,154.11,126.1,23.51,16.722,300,243,224
22483,1541.06,154.13,126.0,24.36,16.742,301,243,224
22484,1541.26,154.15,126.0,24.92,16.77,300,243,223
22485,1541.46,154.17,126.1,25.6,16.781,300,243,223
22486,1541.66,154.19,126.1,26.62,16.805999999999997,300,242,222
22487,1541.87,154.21,126.1,26.95,16.83,301,242,223
22488,1542.07,154.23,126.1,27.35,16.836,300,242,223
22489,1542.27,154.25,126.1,27.89,16.854,300,242,223
22490,1542.47,154.27,126.2,28.16,16.863,301,242,222
22491,1542.67,154.29,126.1,28.27,16.861,300,242,222
22492,1542.88,154.31,126.2,28.25,16.867,300,242,223
22493,1543.08,154.33,126.2,28.25,16.884,301,241,222
22494,1543.28,154.35,126.2,28.26,16.878,300,242,222
22495,1543.48,154.37,126.2,28.17,16.875999999999998,300,242,222
22496,1543.68,154.39,126.2,28.03,16.88,300,242,223
22497,1543.89,154.41,126.1,28.01,16.885,301,242,223
22498,1544.09,154.43,126.1,27.53,16.878,301,242,222
22499,1544.29,154.45,126.2,26.23,16.868,301,242,222
22500,1544.49,154.47,126.1,25.69,16.85,300,242,222
22501,1544.69,154.49,126.2,24.99,16.843,300,241,222
22502,1544.9,154.51,126.1,24.32,16.832,300,242,223
22503,1545.1,154.53,126.1,22.71,16.798,300,242,223
22504,1545.3,154.55,126.1,21.96,16.781,300,242,222
22505,1545.5,154.57,126.1,21.21,16.758,300,242,222
22506,1545.7,154.59,126.1,19.9,16.712,300,242,222
22507,1545.91,154.61,126.1,19.16,16.692,300,242,223
22508,1546.11,154.63,126.0,18.54,16.663,300,242,223
22509,1546.31,154.65,126.0,18.02,16.641,300,242,223
22510,1546.51,154.67,126.0,16.9,16.602,300,243,224
22511,1546.71,154.69,126.0,16.53,16.579,299,243,223
22512,1546.92,154.71,126.0,16.02,16.553,300,243,224
22513,1547.12,154.73,125.9,15.44,16.516,300,243,224
22514,1547.32,154.75,126.0,15.21,16.499000000000002,299,243,224
22515,1547.52,154.77,126.0,14.97,16.482,299,243,224
22516,1547.72,154.79,125.9,14.64,16.479,299,243,224
22517,1547.93,154.81,126.0,14.56,16.467,300,244,224
22518,1548.13,154.83,125.9,14.64,16.469,299,244,224
22519,1548.33,154.85,126.0,14.54,16.465999999999998,299,243,224
22520,1548.53,154.87,126.0,14.66,16.474,299,244,224
22521,1548.73,154.89,125.9,14.66,16.469,299,244,224
22522,1548.94,154.91,126.0,14.73,16.459,299,244,224
22523,1549.14,154.94,125.9,15.59,16.48,300,244,224
22524,1549.34,154.96,125.9,16.12,16.484,299,243,224
22525,1549.54,154.98,126.0,16.7,16.507,299,243,224
22526,1549.74,155.0,125.9,17.3,16.525,299,244,224
22527,1549.95,155.02,126.0,18.7,16.578,300,243,224
22528,1550.15,155.04,125.9,19.66,16.608,300,243,224
22529,1550.35,155.06,126.0,20.47,16.647000000000002,300,243,224
22530,1550.55,155.08,126.1,22.12,16.692999999999998,300,243,224
22531,1550.75,155.1,126.1,22.82,16.726,300,243,224
22532,1550.96,155.12,126.1,23.6,16.747,300,243,224
22533,1551.16,155.14,126.1,24.98,16.782,300,243,223
22534,1551.36,155.16,126.1,25.63,16.816,300,242,223
22535,1551.56,155.18,126.1,26.2,16.825,300,242,223
22536,1551.76,155.2,126.1,26.62,16.847,300,242,223
22537,1551.97,155.22,126.1,27.38,16.873,301,242,223
22538,1552.17,155.24,126.2,27.63,16.881,300,242,222
22539,1552.37,155.26,126.2,27.87,16.882,300,242,223
22540,1552.57,155.28,126.2,28.19,16.907,300,242,223
22541,1552.77,155.3,126.1,28.19,16.902,301,242,222
22542,1552.98,155.32,126.1,28.26,16.906,300,241,223
22543,1553.18,155.34,126.1,28.31,16.908,300,241,222
22544,1553.38,155.36,126.2,28.27,16.91,301,241,222
22545,1553.58,155.38,126.1,28.1,16.910999999999998,300,242,222
22546,1553.78,155.4,126.2,27.96,16.912,301,241,223
22547,1553.99,155.42,126.2,27.57,16.906,300,242,222
22548,1554.19,155.44,126.2,26.78,16.905,300,242,222
22549,1554.39,155.46,126.3,26.17,16.9,301,242,222
22550,1554.59,155.48,126.2,25.7,16.892,300,242,223
22551,1554.79,155.5,126.2,24.23,16.858,299,242,222
22552,1555.0,155.52,126.1,23.56,16.85,300,242,222
22553,1555.2,155.54,126.2,22.78,16.826,300,242,222
22554,1555.4,155.56,126.2,21.29,16.784000000000002,300,242,223
22555,1555.6,155.58,126.1,20.66,16.752,300,242,223
22556,1555.8,155.6,126.0,19.86,16.745,300,242,223
22557,1556.01,155.62,126.0,18.54,16.699,300,242,223
22558,1556.21,155.64,126.0,18.04,16.669,299,243,223
22559,1556.41,155.66,126.1,17.5,16.652,299,242,224
22560,1556.61,155.68,126.0,16.92,16.633,300,243,223
22561,1556.81,155.7,126.0,16.03,16.59,299,243,224
22562,1557.02,155.72,126.0,15.72,16.572,299,243,223
22563,1557.22,155.74,126.0,15.37,16.553,299,243,224
22564,1557.42,155.76,125.9,14.96,16.523,299,243,224
22565,1557.62,155.78,126.0,14.69,16.511,299,243,224
22566,1557.82,155.8,126.0,14.74,16.509,299,243,224
22567,1558.03,155.82,126.1,14.67,16.506,299,243,224
22568,1558.23,155.84,126.0,14.57,16.498,299,244,224
22569,1558.43,155.86,126.0,14.55,16.492,299,243,224
22570,1558.63,155.88,126.0,14.61,16.497,299,244,223
22571,1558.83,155.9,125.9,14.68,16.489,299,244,224
22572,1559.04,155.93,126.0,15.11,16.492,299,243,224
22573,1559.24,155.95,126.0,15.69,16.509,299,244,224
22574,1559.44,155.97,126.0,16.73,16.535999999999998,300,244,225
22575,1559.64,155.99,126.0,17.36,16.55,300,243,224
22576,1559.84,156.01,126.0,18.11,16.589000000000002,300,244,225
22577,1560.05,156.03,126.1,18.96,16.612000000000002,300,243,224
22578,1560.25,156.05,126.0,20.49,16.672,299,243,224
22579,1560.45,156.07,126.0,21.24,16.709,300,243,224
22580,1560.65,156.09,126.0,22.06,16.732,300,243,224
22581,1560.85,156.11,126.1,23.61,16.787,300,243,224
22582,1561.06,156.13,126.1,24.34,16.807000000000002,300,242,223
22583,1561.26,156.15,126.1,24.99,16.823,300,242,223
22584,1561.46,156.17,126.1,25.62,16.843,300,243,223
22585,1561.66,156.19,126.2,26.7,16.879,300,242,223
22586,1561.86,156.21,126.2,26.94,16.889,301,242,223
22587,1562.07,156.23,126.2,27.29,16.895,301,242,223
22588,1562.27,156.25,126.2,27.93,16.910999999999998,300,242,223
22589,1562.47,156.27,126.2,28.09,16.921,300,242,222
22590,1562.67,156.29,126.2,28.13,16.932000000000002,301,242,223
22591,1562.87,156.31,126.2,28.22,16.936,301,242,222
22592,1563.08,156.33,126.1,28.24,16.930999999999997,301,242,222
22593,1563.28,156.35,126.2,28.26,16.939,301,242,222
22594,1563.48,156.37,126.1,28.19,16.948,300,241,222
22595,1563.68,156.39,126.2,28.07,16.945,301,241,222
22596,1563.88,156.41,126.2,28.0,16.945999999999998,301,242,223
22597,1564.09,156.43,126.3,27.49,16.947,300,242,222
22598,1564.29,156.45,126.2,26.11,16.935,300,241,222
22599,1564.49,156.47,126.3,25.64,16.923,300,242,222
22600,1564.69,156.49,126.2,24.98,16.907,300,241,223
22601,1564.89,156.51,126.2,24.26,16.902,300,241,222
22602,1565.1,156.53,126.1,22.79,16.857,300,242,223
22603,1565.3,156.55,126.2,22.07,16.834,300,242,223
22604,1565.5,156.57,126.1,21.23,16.819000000000003,300,242,223
22605,1565.7,156.59,126.1,19.82,16.769000000000002,300,242,223
22606,1565.9,156.61,126.1,19.24,16.749000000000002,300,242,223
22607,1566.11,156.63,126.1,18.56,16.725,299,242,223
22608,1566.31,156.65,126.1,17.87,16.698,299,242,223
22609,1566.51,156.67,126.1,16.94,16.655,299,243,223
22610,1566.71,156.69,126.0,16.46,16.627,299,243,223
22611,1566.91,156.71,126.0,16.05,16.609,299,243,224
22612,1567.12,156.73,126.0,15.41,16.58,299,243,224
22613,1567.32,156.75,126.1,15.09,16.567,299,243,224
22614,1567.52,156.77,126.0,14.93,16.555,299,244,224
22615,1567.72,156.79,126.1,14.76,16.533,299,243,224
22616,1567.92,156.81,126.0,14.63,16.532,299,243,224
22617,1568.13,156.83,126.0,14.51,16.532,299,243,224
22618,1568.33,156.85,126.0,14.59,16.533,299,244,224
22619,1568.53,156.87,126.0,14.63,16.524,299,244,224
22620,1568.73,156.89,126.1,14.72,16.529,299,243,224
22621,1568.93,156.92,126.0,14.68,16.519000000000002,299,243,225
22622,1569.14,156.94,126.0,15.61,16.538,300,243,225
22623,1569.34,156.96,126.0,16.21,16.547,299,244,224
22624,1569.54,156.98,126.0,16.74,16.569000000000003,300,243,225
22625,1569.74,157.0,126.0,17.39,16.59,300,244,224
22626,1569.94,157.02,126.0,18.81,16.642,299,243,224
22627,1570.15,157.04,126.1,19.65,16.678,299,244,224
22628,1570.35,157.06,126.1,20.36,16.704,300,243,224
22629,1570.55,157.08,126.1,22.12,16.756,300,243,224
22630,1570.75,157.1,126.1,22.88,16.79,300,243,224
22631,1570.95,157.12,126.2,23.65,16.807000000000002,300,243,224
22632,1571.16,157.14,126.1,24.96,16.855999999999998,300,243,223
22633,1571.36,157.16,126.1,25.63,16.871,300,243,223
22634,1571.56,157.18,126.1,26.11,16.897000000000002,300,243,223
22635,1571.76,157.2,126.2,26.66,16.902,300,243,223
22636,1571.96,157.22,126.2,27.42,16.926,300,242,223
22637,1572.17,157.24,126.2,27.7,16.936,300,242,223
22638,1572.37,157.26,126.2,27.89,16.948,301,242,223
22639,1572.57,157.28,126.2,28.12,16.958,300,242,223
22640,1572.77,157.3,126.2,28.21,16.963,300,242,223
22641,1572.97,157.32,126.2,28.18,16.962,300,242,222
22642,1573.18,157.34,126.2,28.3,16.968,300,242,223
22643,1573.38,157.36,126.2,28.19,16.972,301,242,222
22644,1573.58,157.38,126.3,28.08,16.971,301,242,222
22645,1573.78,157.4,126.3,28.04,16.976,300,242,223
22646,1573.98,157.42,126.2,27.52,16.975,300,242,222
22647,1574.19,157.44,126.3,26.67,16.962,300,242,221
22648,1574.39,157.46,126.2,26.17,16.965,300,242,223
22649,1574.59,157.48,126.2,25.01,16.944000000000003,300,242,222
22650,1574.79,157.5,126.3,24.23,16.923,300,241,223
22651,1574.99,157.52,126.2,23.57,16.906,300,241,223
22652,1575.2,157.54,126.2,22.75,16.887999999999998,300,242,223
22653,1575.4,157.56,126.2,21.31,16.859,300,242,223
22654,1575.6,157.58,126.2,20.59,16.836,300,242,223
22655,1575.8,157.6,126.1,19.9,16.807000000000002,300,242,223
22656,1576.0,157.62,126.2,18.48,16.758,300,242,224
22657,1576.21,157.64,126.1,17.98,16.74,299,242,223
22658,1576.41,157.66,126.1,17.53,16.713,299,242,223
22659,1576.61,157.68,126.1,16.99,16.688,299,243,223
22660,1576.81,157.7,126.0,16.05,16.646,300,243,223
22661,1577.01,157.72,126.1,15.81,16.623,299,243,223
22662,1577.22,157.74,126.1,15.36,16.615,299,243,224
22663,1577.42,157.76,126.1,14.92,16.584,299,243,224
22664,1577.62,157.78,126.0,14.8,16.573,299,243,224
22665,1577.82,157.8,126.0,14.6,16.569000000000003,299,243,224
22666,1578.02,157.82,126.0,14.61,16.555,300,243,224
22667,1578.23,157.84,126.0,14.51,16.56,299,243,224
22668,1578.43,157.86,126.0,14.72,16.549,299,244,224
22669,1578.63,157.88,126.0,14.62,16.558,299,243,224
22670,1578.83,157.9,126.1,14.65,16.559,299,244,224
22671,1579.03,157.93,126.0,15.03,16.569000000000003,300,243,224
22672,1579.24,157.95,126.0,15.71,16.564,299,244,224
22673,1579.44,157.97,126.0,16.69,16.596,299,244,224
22674,1579.64,157.99,126.0,17.35,16.619,299,243,224
22675,1579.84,158.01,126.2,18.18,16.646,299,243,224
22676,1580.04,158.03,126.1,18.84,16.684,300,243,224
22677,1580.25,158.05,126.1,20.49,16.733,300,243,224
22678,1580.45,158.07,126.1,21.3,16.761,299,243,224
22679,1580.65,158.09,126.1,22.13,16.788,300,243,224
22680,1580.85,158.11,126.1,23.65,16.852,300,242,223
22681,1581.05,158.13,126.2,24.32,16.869,300,242,223
22682,1581.26,158.15,126.2,24.94,16.897000000000002,300,243,223
22683,1581.46,158.17,126.2,25.51,16.906,300,242,223
22684,1581.66,158.19,126.3,26.57,16.939,300,242,223
22685,1581.86,158.21,126.2,27.06,16.947,300,242,223
22686,1582.06,158.23,126.2,27.41,16.96,301,242,223
22687,1582.27,158.25,126.2,27.84,16.984,300,241,223
22688,1582.47,158.27,126.2,28.11,16.982,301,242,223
22689,1582.67,158.29,126.3,28.14,16.99,301,242,223
22690,1582.87,158.31,126.2,28.25,17.003,300,242,223
22691,1583.07,158.33,126.3,28.33,17.000999999999998,300,242,222
22692,1583.28,158.35,126.3,28.23,17.006,301,241,222
22693,1583.48,158.37,126.3,28.17,17.009,301,241,222
22694,1583.68,158.39,126.3,28.0,17.003,301,242,222
22695,1583.88,158.41,126.3,27.99,17.011,300,241,223
22696,1584.08,158.43,126.2,27.61,17.0,300,241,223
22697,1584.29,158.45,126.3,26.22,16.986,300,242,222
22698,1584.49,158.47,126.3,25.62,16.989,300,241,222
22699,1584.69,158.49,126.3,24.89,16.972,300,242,222
22700,1584.89,158.51,126.2,24.24,16.963,300,242,222
22701,1585.09,158.53,126.2,22.83,16.924,300,242,223
22702,1585.3,158.55,126.2,21.99,16.902,300,242,223
22703,1585.5,158.57,126.2,21.24,16.879,300,242,223
22704,1585.7,158.59,126.2,19.9,16.838,299,242,222
22705,1585.9,158.61,126.2,19.15,16.808,299,242,223
22706,1586.1,158.63,126.2,18.58,16.788,300,242,223
22707,1586.31,158.65,126.1,17.97,16.767,300,242,223
22708,1586.51,158.67,126.2,16.86,16.717,300,242,223
22709,1586.71,158.69,126.1,16.56,16.7,300,243,223
22710,1586.91,158.71,126.1,16.09,16.679000000000002,299,243,224
22711,1587.11,158.73,126.1,15.44,16.637,299,243,224
22712,1587.32,158.75,126.0,15.16,16.624000000000002,299,243,224
22713,1587.52,158.77,126.0,14.94,16.617,299,243,224
22714,1587.72,158.79,126.1,14.65,16.602999999999998,299,243,224
22715,1587.92,158.81,126.1,14.61,16.592,299,243,224
22716,1588.12,158.83,126.0,14.61,16.59,299,243,224
22717,1588.33,158.85,126.0,14.58,16.585,299,244,224
22718,1588.53,158.87,126.1,14.6,16.585,299,243,224
22719,1588.73,158.89,126.0,14.59,16.593,299,244,224
22720,1588.93,158.92,126.0,14.79,16.597,299,243,224
22721,1589.13,158.94,126.0,15.67,16.597,300,243,225
22722,1589.34,158.96,126.0,16.22,16.605,299,243,224
22723,1589.54,158.98,126.0,16.77,16.624000000000002,299,244,224
22724,1589.74,159.0,126.1,17.35,16.654,299,244,225
22725,1589.94,159.02,126.1,18.92,16.695,300,243,224
22726,1590.14,159.04,126.1,19.65,16.738,300,244,224
22727,1590.35,159.06,126.1,20.52,16.768,300,244,224
22728,1590.55,159.08,126.1,22.09,16.820999999999998,300,243,224
22729,1590.75,159.1,126.1,22.88,16.85,300,243,224
22730,1590.95,159.12,126.2,23.7,16.875,300,243,223
22731,1591.15,159.14,126.2,24.97,16.924,300,242,223
22732,1591.36,159.16,126.2,25.55,16.936,301,242,223
22733,1591.56,159.18,126.2,26.1,16.954,300,242,223
22734,1591.76,159.2,126.3,26.68,16.968,300,243,224
22735,1591.96,159.22,126.2,27.4,16.995,301,242,222
22736,1592.16,159.24,126.3,27.68,17.000999999999998,301,242,223
22737,1592.37,159.26,126.3,27.89,17.007,301,242,223
22738,1592.57,159.28,126.3,28.29,17.019000000000002,300,242,223
22739,1592.77,159.3,126.3,28.22,17.026,301,242,223
22740,1592.97,159.32,126.3,28.2,17.03,301,241,222
22741,1593.17,159.34,126.2,28.25,17.038,301,241,222
22742,1593.38,159.36,126.4,28.23,17.035,300,242,223
22743,1593.58,159.38,126.3,28.16,17.035999999999998,301,242,222
22744,1593.78,159.4,126.4,28.01,17.028,300,242,223
22745,1593.98,159.42,126.3,27.51,17.031,300,242,223
22746,1594.18,159.44,126.4,26.9,17.031,300,242,223
22747,1594.39,159.46,126.3,26.22,17.019000000000002,300,242,223
22748,1594.59,159.48,126.3,24.96,16.993,300,242,222
22749,1594.79,159.5,126.3,24.24,16.991,300,242,222
22750,1594.99,159.52,126.2,23.57,16.967,300,242,223
22751,1595.19,159.54,126.3,22.79,16.952,300,242,223
22752,1595.4,159.56,126.3,21.24,16.918,300,242,223
22753,1595.6,159.58,126.2,20.54,16.889,300,242,223
22754,1595.8,159.6,126.2,19.8,16.861,300,242,223
22755,1596.0,159.62,126.2,18.57,16.82,300,243,223
22756,1596.2,159.64,126.1,18.0,16.805999999999997,299,242,223
22757,1596.41,159.66,126.2,17.39,16.78,299,242,223
22758,1596.61,159.68,126.1,16.9,16.755,299,242,223
22759,1596.81,159.7,126.1,15.99,16.72,299,243,224
22760,1597.01,159.72,126.1,15.68,16.697,299,243,224
22761,1597.21,159.74,126.1,15.4,16.677,299,243,224
22762,1597.42,159.76,126.0,15.01,16.643,299,243,224
22763,1597.62,159.78,126.1,14.72,16.642,299,243,224
22764,1597.82,159.8,126.0,14.59,16.628,299,243,224
22765,1598.02,159.82,126.1,14.65,16.624000000000002,299,243,224
22766,1598.22,159.84,126.0,14.58,16.617,299,244,224
22767,1598.43,159.86,126.0,14.58,16.617,299,243,224
22768,1598.63,159.88,126.1,14.6,16.614,300,244,224
22769,1598.83,159.91,126.1,14.6,16.623,299,244,224
22770,1599.03,159.93,126.1,15.03,16.617,299,244,224
22771,1599.23,159.95,126.1,15.72,16.635,299,244,224
22772,1599.44,159.97,126.1,16.71,16.653,300,244,224
22773,1599.64,159.99,126.0,17.38,16.674,300,244,225
22774,1599.84,160.01,126.1,18.04,16.706,300,244,224
22775,1600.04,160.03,126.1,18.78,16.733,299,244,224
22776,1600.24,160.05,126.2,20.55,16.791,300,244,224
22777,1600.45,160.07,126.1,21.18,16.824,299,243,224
22778,1600.65,160.09,126.1,22.11,16.847,300,243,224
22779,1600.85,160.11,126.2,23.72,16.904,300,242,224
22780,1601.05,160.13,126.2,24.25,16.932000000000002,300,243,224
22781,1601.25,160.15,126.2,24.94,16.951,300,243,223
22782,1601.46,160.17,126.2,25.64,16.967,300,243,224
22783,1601.66,160.19,126.3,26.6,17.0,301,242,223
22784,1601.86,160.21,126.3,27.1,17.008,300,242,223
22785,1602.06,160.23,126.3,27.35,17.032,300,242,223
22786,1602.26,160.25,126.3,27.86,17.037,301,242,223
22787,1602.47,160.27,126.3,28.08,17.048,300,241,223
22788,1602.67,160.29,126.3,28.18,17.047,301,242,223
22789,1602.87,160.31,126.3,28.25,17.065,301,242,222
22790,1603.07,160.33,126.3,28.12,17.066,301,242,222
22791,1603.27,160.35,126.3,28.17,17.073,301,242,223
22792,1603.48,160.37,126.3,28.14,17.064,300,242,223
22793,1603.68,160.39,126.4,28.06,17.069000000000003,301,242,223
22794,1603.88,160.41,126.3,27.98,17.054000000000002,300,242,223
22795,1604.08,160.43,126.4,27.56,17.059,300,242,222
22796,1604.28,160.45,126.3,26.13,17.057000000000002,300,242,223
22797,1604.49,160.47,126.4,25.68,17.044,300,242,223
22798,1604.69,160.49,126.3,24.96,17.03,300,242,223
22799,1604.89,160.51,126.3,24.24,17.017,300,242,222
22800,1605.09,160.53,126.2,22.78,16.977999999999998,300,242,222
22801,1605.29,160.55,126.3,21.91,16.963,300,242,222
22802,1605.5,160.57,126.3,21.24,16.947,300,242,223
22803,1605.7,160.59,126.3,19.93,16.897000000000002,300,242,223
22804,1605.9,160.61,126.2,19.14,16.883,300,242,223
22805,1606.1,160.63,126.3,18.58,16.857,300,242,223
22806,1606.3,160.65,126.3,18.04,16.827,300,242,223
22807,1606.51,160.67,126.3,17.03,16.785999999999998,299,243,223
22808,1606.71,160.69,126.1,16.47,16.759,299,243,223
22809,1606.91,160.71,126.1,16.01,16.748,299,243,224
22810,1607.11,160.73,126.1,15.42,16.699,300,243,224
22811,1607.31,160.75,126.1,15.06,16.692,299,243,223
22812,1607.52,160.77,126.1,14.94,16.672,299,243,224
22813,1607.72,160.79,126.1,14.64,16.660999999999998,299,243,224
22814,1607.92,160.81,126.1,14.55,16.663,299,243,224
22815,1608.12,160.83,126.1,14.64,16.654,299,243,224
22816,1608.32,160.85,126.1,14.55,16.660999999999998,299,243,224
22817,1608.53,160.87,126.1,14.6,16.641,300,243,224
22818,1608.73,160.9,126.1,14.59,16.653,299,244,224
22819,1608.93,160.92,126.1,14.7,16.649,299,244,224
22820,1609.13,160.94,126.1,15.63,16.663,300,244,224
22821,1609.33,160.96,126.1,16.23,16.665,299,244,224
22822,1609.54,160.98,126.1,16.77,16.689,299,244,225
22823,1609.74,161.0,126.2,17.34,16.708,299,244,225
22824,1609.94,161.02,126.1,18.89,16.76,300,244,224
22825,1610.14,161.04,126.1,19.67,16.79,300,243,224
22826,1610.34,161.06,126.2,20.48,16.829,300,243,224
22827,1610.55,161.08,126.2,22.12,16.879,300,243,223
22828,1610.75,161.1,126.2,22.84,16.906,300,242,224
22829,1610.95,161.12,126.3,23.66,16.933,300,243,223
22830,1611.15,161.14,126.3,24.92,16.977999999999998,300,242,223
22831,1611.35,161.16,126.3,25.62,16.997,300,243,224
22832,1611.56,161.18,126.3,26.15,17.012999999999998,300,242,223
22833,1611.76,161.2,126.3,26.68,17.02,301,242,223
22834,1611.96,161.22,126.3,27.4,17.055,300,242,222
22835,1612.16,161.24,126.3,27.76,17.066,301,242,223
22836,1612.36,161.26,126.3,27.97,17.073,301,242,222
22837,1612.57,161.28,126.3,28.13,17.094,300,242,223
22838,1612.77,161.3,126.3,28.22,17.094,300,242,222
