

时间(S),轴位移(mm),力(kN),力(kPa),变形(mm), 侧位移(mm),围压(kPa),孔压(kPa),反压(kPa),体变(kPa),小体变(ml)
 249.5 , 115.3 , 28.86 , .42 ,-6.148 , 129 , 301 , 207 , 192 , 4535 ,-8.4 
 250 , 115.3 , 33.92 , .51 ,-6.138 , 130 , 301 , 208 , 192 , 4537 ,-8.5 
 250.5 , 115.2 , 39.35 , .58 ,-6.139 , 129 , 302 , 209 , 192 , 4535 ,-8.4 
 251 , 115.3 , 44.92 , .65 ,-6.131 , 130 , 301 , 209 , 193 , 4535 ,-8.6 
 251.5 , 115.4 , 47.03 , .67 ,-6.125 , 129 , 301 , 209 , 193 , 4534 ,-8.4 
 252 , 115.4 , 48.38 , .69 ,-6.123 , 130 , 301 , 209 , 193 , 4536 ,-8.3 
 252.5 , 115.3 , 48.96 , .7 ,-6.128 , 129 , 301 , 209 , 193 , 4534 ,-8 
 253 , 115.3 , 49.54 , .7 ,-6.131 , 130 , 300 , 209 , 193 , 4536 ,-8.3 
 253.5 , 115.5 , 49.78 , .71 ,-6.106 , 129 , 301 , 209 , 192 , 4536 ,-8.8 
 254 , 115.4 , 49.97 , .71 ,-6.126 , 130 , 301 , 208 , 193 , 4535 ,-8.6 
 254.5 , 115.4 , 49.99 , .71 ,-6.122 , 129 , 301 , 209 , 193 , 4538 ,-8.6 
 255 , 115.4 , 49.98 , .71 ,-6.129 , 130 , 300 , 209 , 193 , 4536 ,-8.5 
 255.5 , 115.4 , 49.92 , .71 ,-6.112 , 129 , 300 , 209 , 193 , 4536 ,-8.8 
 256 , 115.6 , 49.82 , .7 ,-6.12 , 130 , 300 , 209 , 193 , 4536 ,-8 
 256.5 , 115.6 , 49.9 , .71 ,-6.142 , 130 , 301 , 209 , 193 , 4535 ,-8.5 
 257 , 115.4 , 49.52 , .7 ,-6.116 , 130 , 300 , 209 , 192 , 4534 ,-8.4 
 257.5 , 115.5 , 49.45 , .7 ,-6.119 , 129 , 300 , 208 , 193 , 4539 ,-9.3 
 258 , 115.5 , 49.26 , .69 ,-6.114 , 130 , 300 , 209 , 193 , 4537 ,-8.4 
 258.5 , 115.4 , 48.13 , .68 ,-6.123 , 130 , 300 , 209 , 192 , 4534 ,-8.5 
 259 , 115.3 , 46.17 , .64 ,-6.123 , 130 , 299 , 208 , 192 , 4536 ,-8.1 
 259.5 , 115.3 , 43.45 , .6 ,-6.115 , 129 , 300 , 208 , 192 , 4534 ,-7.9 
 260 , 115.3 , 40.13 , .56 ,-6.127 , 130 , 300 , 207 , 192 , 4535 ,-8.3 
 260.5 , 115.5 , 37.09 , .51 ,-6.113 , 129 , 299 , 208 , 192 , 4536 ,-8.3 
 261 , 115.4 , 32.57 , .46 ,-6.135 , 130 , 300 , 207 , 192 , 4537 ,-8.4 
 261.5 , 115.4 , 28.95 , .4 ,-6.119 , 130 , 300 , 207 , 191 , 4535 ,-8.4 
 262 , 115.2 , 25.94 , .36 ,-6.125 , 129 , 298 , 207 , 191 , 4536 ,-8.8 
 262.5 , 115.5 , 23.63 , .33 ,-6.121 , 130 , 299 , 206 , 190 , 4534 ,-8.5 
 263 , 115.3 , 21.61 , .29 ,-6.126 , 129 , 299 , 206 , 190 , 4540 ,-8.9 
 263.5 , 115.3 , 18.71 , .26 ,-6.116 , 130 , 299 , 205 , 189 , 4535 ,-8.6 
 264 , 115.3 , 16.58 , .23 ,-6.123 , 129 , 299 , 205 , 189 , 4534 ,-8.4 
 264.5 , 115.2 , 14.45 , .19 ,-6.133 , 129 , 297 , 205 , 189 , 4534 ,-8.1 
 265 , 115.2 , 12.03 , .16 ,-6.128 , 129 , 298 , 204 , 189 , 4535 ,-8.3 
 265.5 , 115.2 , 10.26 , .14 ,-6.124 , 130 , 299 , 204 , 189 , 4537 ,-8.3 
 266 , 115 , 9.84 , .13 ,-6.13 , 129 , 300 , 205 , 189 , 4537 ,-8.1 
 266.5 , 115.1 , 9.75 , .13 ,-6.131 , 130 , 300 , 205 , 189 , 4535 ,-8.5 
 267 , 115.2 , 9.59 , .13 ,-6.117 , 130 , 299 , 204 , 189 , 4536 ,-8.6 
 267.5 , 115.3 , 9.33 , .13 ,-6.098 , 129 , 300 , 205 , 188 , 4535 ,-8.5 
 268 , 115.4 , 9.11 , .13 ,-6.124 , 129 , 299 , 205 , 189 , 4535 ,-8.3 
 268.5 , 115.3 , 8.9 , .13 ,-6.106 , 129 , 300 , 203 , 187 , 4536 ,-8.6 
 269 , 115 , 8.83 , .12 ,-6.123 , 129 , 301 , 203 , 186 , 4534 ,-8.3 
 269.5 , 115.1 , 8.8 , .12 ,-6.115 , 129 , 301 , 202 , 186 , 4537 ,-8.4 
 270 , 115 , 8.74 , .13 ,-6.108 , 130 , 301 , 202 , 187 , 4535 ,-8.5 
 270.5 , 114.9 , 8.84 , .13 ,-6.122 , 129 , 301 , 202 , 187 , 4538 ,-8.6 
 271 , 114.8 , 8.81 , .12 ,-6.12 , 130 , 301 , 202 , 186 , 4532 ,-8.3 
 271.5 , 115 , 8.88 , .13 ,-6.126 , 129 , 300 , 202 , 187 , 4535 ,-8.5 
 272 , 115.1 , 8.94 , .13 ,-6.113 , 130 , 301 , 202 , 186 , 4537 ,-8 
 272.5 , 115 , 8.89 , .12 ,-6.123 , 129 , 301 , 202 , 187 , 4536 ,-8.4 
 273 , 115.1 , 8.89 , .12 ,-6.105 , 130 , 301 , 202 , 187 , 4535 ,-8.4 
 273.5 , 114.9 , 8.76 , .13 ,-6.116 , 129 , 300 , 203 , 187 , 4534 ,-7.8 
 274 , 114.8 , 8.78 , .12 ,-6.126 , 130 , 301 , 202 , 187 , 4535 ,-8.8 
 274.5 , 114.9 , 8.81 , .12 ,-6.122 , 129 , 300 , 202 , 187 , 4537 ,-8.1 
 275 , 115 , 8.94 , .13 ,-6.14 , 130 , 301 , 202 , 186 , 4537 ,-8.6 
 275.5 , 114.9 , 8.71 , .12 ,-6.134 , 129 , 301 , 202 , 186 , 4537 ,-8.5 
 276 , 114.9 , 8.73 , .12 ,-6.129 , 130 , 300 , 203 , 186 , 4537 ,-8.6 
 276.5 , 114.9 , 8.96 , .12 ,-6.148 , 129 , 301 , 202 , 187 , 4535 ,-8.4 
 277 , 115 , 8.78 , .12 ,-6.125 , 130 , 301 , 202 , 186 , 4536 ,-8.4 
 277.5 , 115 , 8.83 , .13 ,-6.131 , 129 , 300 , 202 , 186 , 4536 ,-8.5 
 278 , 115 , 8.73 , .13 ,-6.123 , 130 , 300 , 202 , 186 , 4537 ,-8.3 
 278.5 , 114.9 , 8.8 , .13 ,-6.122 , 129 , 300 , 202 , 187 , 4537 ,-8.4 
 279 , 114.8 , 8.85 , .12 ,-6.146 , 130 , 300 , 202 , 186 , 4536 ,-8.8 
 279.5 , 114.8 , 8.77 , .12 ,-6.136 , 129 , 300 , 202 , 187 , 4536 ,-9 
 280 , 114.9 , 8.95 , .13 ,-6.13 , 130 , 301 , 202 , 186 , 4536 ,-8.5 
 280.5 , 114.9 , 8.57 , .13 ,-6.114 , 129 , 300 , 202 , 186 , 4535 ,-8.4 
 281 , 114.9 , 8.64 , .13 ,-6.116 , 130 , 300 , 202 , 187 , 4537 ,-8.5 
 281.5 , 114.9 , 8.72 , .13 ,-6.118 , 129 , 300 , 202 , 186 , 4537 ,-8.3 
 282 , 114.9 , 8.67 , .12 ,-6.127 , 130 , 300 , 202 , 187 , 4536 ,-8.1 
 282.5 , 114.7 , 8.76 , .12 ,-6.133 , 129 , 300 , 202 , 186 , 4534 ,-8.4 
 283 , 115 , 8.8 , .13 ,-6.13 , 130 , 300 , 202 , 186 , 4535 ,-8.4 
 283.5 , 114.8 , 8.82 , .12 ,-6.142 , 129 , 301 , 202 , 186 , 4533 ,-8.6 
 284 , 114.9 , 8.86 , .12 ,-6.126 , 129 , 300 , 202 , 186 , 4535 ,-8.1 
 284.5 , 114.9 , 8.76 , .12 ,-6.126 , 130 , 301 , 202 , 186 , 4537 ,-8 
 285 , 115 , 8.78 , .12 ,-6.132 , 129 , 300 , 202 , 186 , 4535 ,-8.3 
 285.5 , 115 , 8.81 , .12 ,-6.132 , 130 , 300 , 202 , 186 , 4536 ,-8.4 
 286 , 114.9 , 8.79 , .13 ,-6.127 , 129 , 300 , 202 , 186 , 4534 ,-8.3 
 286.5 , 114.8 , 8.6 , .12 ,-6.123 , 130 , 300 , 201 , 186 , 4535 ,-8.4 
 287 , 114.9 , 8.94 , .12 ,-6.133 , 129 , 300 , 201 , 186 , 4537 ,-8.1 
 287.5 , 114.9 , 8.8 , .13 ,-6.124 , 130 , 300 , 202 , 186 , 4534 ,-8.5 
 288 , 115 , 8.81 , .12 ,-6.118 , 129 , 300 , 202 , 186 , 4535 ,-8 
 288.5 , 114.9 , 8.65 , .12 ,-6.127 , 130 , 300 , 202 , 186 , 4535 ,-8.3 
 289 , 114.9 , 8.73 , .12 ,-6.131 , 129 , 300 , 202 , 186 , 4534 ,-8.4 
 289.5 , 114.8 , 8.75 , .13 ,-6.121 , 130 , 300 , 202 , 186 , 4535 ,-8.4 
 290 , 114.8 , 8.69 , .12 ,-6.121 , 129 , 300 , 202 , 186 , 4536 ,-8.1 
 290.5 , 114.7 , 8.62 , .12 ,-6.124 , 129 , 300 , 202 , 186 , 4534 ,-8.6 
 291 , 115 , 8.66 , .12 ,-6.13 , 130 , 301 , 202 , 185 , 4533 ,-8 
 291.5 , 114.9 , 8.75 , .12 ,-6.131 , 129 , 300 , 202 , 185 , 4535 ,-8.3 
 292 , 114.8 , 8.66 , .12 ,-6.125 , 130 , 300 , 202 , 186 , 4535 ,-8.1 
 292.5 , 114.9 , 8.75 , .12 ,-6.118 , 129 , 300 , 201 , 186 , 4535 ,-8.1 
 293 , 114.8 , 8.74 , .12 ,-6.127 , 130 , 300 , 201 , 186 , 4536 ,-8.4 
 293.5 , 114.8 , 8.73 , .12 ,-6.121 , 129 , 300 , 201 , 186 , 4535 ,-8.1 
 294 , 114.8 , 8.62 , .12 ,-6.113 , 130 , 300 , 201 , 186 , 4535 ,-8.8 
 294.5 , 114.8 , 8.76 , .12 ,-6.129 , 129 , 300 , 201 , 186 , 4536 ,-8.3 
 295 , 114.8 , 8.7 , .12 ,-6.119 , 130 , 300 , 200 , 187 , 4535 ,-8.4 
 295.5 , 114.6 , 8.72 , .12 ,-6.127 , 129 , 300 , 202 , 186 , 4534 ,-8.3 
 296 , 114.7 , 8.68 , .12 ,-6.119 , 130 , 300 , 201 , 185 , 4536 ,-8.5 
 296.5 , 114.7 , 8.66 , .12 ,-6.115 , 129 , 300 , 202 , 185 , 4536 ,-8.6 
 297 , 114.9 , 8.65 , .12 ,-6.136 , 129 , 300 , 202 , 185 , 4534 ,-8 
 297.5 , 114.7 , 8.63 , .12 ,-6.118 , 129 , 301 , 201 , 185 , 4536 ,-8.6 
 298 , 114.8 , 8.75 , .12 ,-6.136 , 129 , 300 , 201 , 186 , 4537 ,-8.4 
 298.5 , 114.6 , 8.72 , .12 ,-6.134 , 130 , 300 , 200 , 185 , 4534 ,-8.1 
 299 , 114.9 , 8.69 , .12 ,-6.13 , 129 , 300 , 201 , 185 , 4535 ,-8.1 
 299.5 , 114.8 , 8.78 , .12 ,-6.119 , 130 , 300 , 201 , 186 , 4534 ,-8 
 300 , 114.7 , 8.68 , .12 ,-6.122 , 129 , 300 , 202 , 186 , 4534 ,-7.9 
 300.5 , 114.8 , 8.64 , .12 ,-6.13 , 130 , 299 , 201 , 185 , 4533 ,-8.4 
 301 , 114.6 , 8.65 , .12 ,-6.127 , 129 , 300 , 201 , 185 , 4538 ,-8.4 
 301.5 , 114.7 , 8.72 , .12 ,-6.131 , 130 , 300 , 201 , 185 , 4534 ,-8.3 
 302 , 114.7 , 8.51 , .12 ,-6.133 , 130 , 300 , 201 , 185 , 4533 ,-8.5 
 302.5 , 114.8 , 8.58 , .12 ,-6.128 , 129 , 300 , 201 , 186 , 4537 ,-8 
 303 , 114.8 , 8.69 , .12 ,-6.118 , 130 , 299 , 202 , 185 , 4534 ,-8.8 
 303.5 , 114.8 , 8.65 , .12 ,-6.117 , 129 , 300 , 201 , 185 , 4536 ,-8.5 
 304 , 114.7 , 8.64 , .13 ,-6.121 , 130 , 300 , 201 , 186 , 4537 ,-8.3 
 304.5 , 114.7 , 8.63 , .12 ,-6.125 , 129 , 299 , 201 , 186 , 4536 ,-8.3 
 305 , 114.8 , 8.6 , .12 ,-6.125 , 130 , 299 , 201 , 185 , 4537 ,-8.3 
 305.5 , 114.8 , 8.59 , .12 ,-6.129 , 129 , 300 , 201 , 186 , 4539 ,-8.6 
 306 , 114.7 , 8.58 , .12 ,-6.128 , 130 , 300 , 201 , 186 , 4535 ,-8.1 
 306.5 , 114.8 , 8.62 , .12 ,-6.123 , 130 , 300 , 201 , 185 , 4534 ,-8.8 
 307 , 114.7 , 8.53 , .12 ,-6.129 , 130 , 300 , 201 , 185 , 4534 ,-8 
 307.5 , 114.7 , 9.06 , .13 ,-6.129 , 130 , 300 , 201 , 186 , 4536 ,-8.8 
 308 , 114.5 , 9.05 , .13 ,-6.149 , 129 , 300 , 201 , 186 , 4534 ,-8.4 
 308.5 , 114.8 , 8.66 , .12 ,-6.118 , 130 , 300 , 201 , 185 , 4537 ,-8.5 
 309 , 114.8 , 8.72 , .12 ,-6.114 , 129 , 300 , 201 , 186 , 4536 ,-8.4 
 309.5 , 114.8 , 8.69 , .12 ,-6.126 , 130 , 300 , 201 , 185 , 4535 ,-8.5 
 310 , 114.6 , 8.71 , .12 ,-6.126 , 129 , 300 , 202 , 185 , 4536 ,-8.8 
 310.5 , 114.5 , 8.66 , .12 ,-6.135 , 129 , 300 , 201 , 186 , 4538 ,-8.4 
 311 , 114.8 , 8.61 , .12 ,-6.13 , 130 , 300 , 201 , 186 , 4536 ,-8.5 
 311.5 , 114.9 , 8.7 , .12 ,-6.128 , 129 , 300 , 201 , 185 , 4537 ,-8.9 
 312 , 114.7 , 8.51 , .12 ,-6.165 , 130 , 300 , 201 , 185 , 4533 ,-8.5 
 312.5 , 114.7 , 8.76 , .12 ,-6.18 , 129 , 300 , 201 , 185 , 4536 ,-8.5 
 313 , 114.6 , 8.59 , .12 ,-6.138 , 129 , 300 , 201 , 186 , 4537 ,-8.5 
 313.5 , 114.8 , 8.72 , .12 ,-6.122 , 130 , 300 , 201 , 185 , 4534 ,-8.3 
 314 , 114.6 , 8.72 , .12 ,-6.135 , 129 , 300 , 201 , 185 , 4537 ,-7.8 
 314.5 , 114.8 , 8.56 , .12 ,-6.121 , 130 , 300 , 201 , 185 , 4537 ,-8.3 
 315 , 114.6 , 8.76 , .12 ,-6.134 , 129 , 300 , 201 , 186 , 4536 ,-8.5 
 315.5 , 114.7 , 8.67 , .12 ,-6.12 , 129 , 300 , 201 , 185 , 4536 ,-8.6 
 316 , 114.8 , 8.66 , .12 ,-6.118 , 130 , 300 , 201 , 186 , 4537 ,-8.5 
 316.5 , 114.8 , 8.76 , .12 ,-6.113 , 129 , 300 , 201 , 185 , 4535 ,-8.5 
 317 , 114.8 , 8.67 , .12 ,-6.128 , 130 , 299 , 201 , 185 , 4534 ,-7.9 
 317.5 , 114.7 , 8.7 , .12 ,-6.131 , 129 , 300 , 201 , 185 , 4536 ,-8.4 
 318 , 114.6 , 8.71 , .12 ,-6.127 , 130 , 300 , 202 , 185 , 4536 ,-8 
 318.5 , 114.8 , 8.78 , .12 ,-6.118 , 129 , 301 , 201 , 185 , 4537 ,-8.5 
 319 , 114.5 , 8.55 , .12 ,-6.124 , 129 , 301 , 201 , 185 , 4536 ,-8.1 
 319.5 , 114.6 , 8.62 , .12 ,-6.125 , 130 , 300 , 201 , 185 , 4532 ,-8 
 320 , 114.5 , 8.65 , .12 ,-6.124 , 129 , 300 , 201 , 185 , 4534 ,-8.5 
 320.5 , 114.8 , 8.64 , .12 ,-6.114 , 130 , 300 , 201 , 185 , 4535 ,-8.4 
 321 , 114.7 , 8.58 , .12 ,-6.107 , 129 , 300 , 201 , 186 , 4536 ,-8.1 
 321.5 , 114.8 , 8.58 , .12 ,-6.122 , 130 , 300 , 201 , 185 , 4537 ,-8.3 
 322 , 114.6 , 8.74 , .12 ,-6.122 , 130 , 300 , 201 , 186 , 4534 ,-8.3 
 322.5 , 114.6 , 8.69 , .12 ,-6.113 , 129 , 301 , 200 , 186 , 4535 ,-8.3 
 323 , 114.6 , 8.9 , .12 ,-6.127 , 130 , 300 , 201 , 185 , 4536 ,-8.4 
 323.5 , 114.6 , 9 , .13 ,-6.131 , 129 , 300 , 202 , 185 , 4536 ,-8.4 
 324 , 114.6 , 9.06 , .13 ,-6.131 , 130 , 300 , 202 , 186 , 4536 ,-8.1 
 324.5 , 114.6 , 9.39 , .12 ,-6.13 , 130 , 301 , 202 , 186 , 4535 ,-8.1 
 325 , 114.5 , 9.35 , .14 ,-6.13 , 129 , 300 , 202 , 186 , 4535 ,-8.8 
 325.5 , 114.8 , 9.6 , .14 ,-6.132 , 130 , 300 , 202 , 187 , 4536 ,-8.4 
 326 , 114.7 , 9.55 , .14 ,-6.132 , 129 , 300 , 203 , 187 , 4537 ,-8.8 
 326.5 , 114.7 , 9.9 , .14 ,-6.141 , 130 , 300 , 204 , 188 , 4535 ,-8.4 
 327 , 114.7 , 10.15 , .14 ,-6.144 , 129 , 300 , 204 , 188 , 4536 ,-8.5 
 327.5 , 114.8 , 10.17 , .15 ,-6.133 , 130 , 299 , 205 , 189 , 4534 ,-8.3 
 328 , 115 , 10.46 , .15 ,-6.143 , 130 , 299 , 206 , 190 , 4537 ,-8.8 
 328.5 , 114.8 , 10.85 , .15 ,-6.142 , 129 , 299 , 207 , 191 , 4536 ,-8.6 
 329 , 115.1 , 11.36 , .16 ,-6.138 , 130 , 299 , 209 , 193 , 4536 ,-8.4 
 329.5 , 115.3 , 11.76 , .17 ,-6.138 , 129 , 299 , 209 , 194 , 4537 ,-8 
 330 , 115.5 , 12.29 , .17 ,-6.143 , 130 , 299 , 211 , 195 , 4536 ,-8.8 
 330.5 , 115.5 , 12.71 , .19 ,-6.138 , 130 , 300 , 212 , 196 , 4537 ,-8.5 
 331 , 115.5 , 13.19 , .19 ,-6.126 , 129 , 299 , 212 , 196 , 4535 ,-8.5 
 331.5 , 115.7 , 13.68 , .19 ,-6.123 , 130 , 299 , 213 , 198 , 4536 ,-8 
 332 , 115.8 , 13.79 , .2 ,-6.134 , 129 , 300 , 214 , 198 , 4536 ,-8.1 
 332.5 , 116.1 , 14.02 , .2 ,-6.122 , 130 , 300 , 215 , 199 , 4534 ,-8.3 
 333 , 116 , 14.23 , .2 ,-6.117 , 130 , 300 , 215 , 198 , 4536 ,-8.3 
 333.5 , 116 , 14.52 , .21 ,-6.142 , 130 , 300 , 216 , 200 , 4537 ,-8.5 
 334 , 116 , 14.71 , .2 ,-6.136 , 131 , 299 , 216 , 200 , 4533 ,-8.4 
 334.5 , 116.1 , 14.87 , .21 ,-6.127 , 129 , 300 , 217 , 201 , 4536 ,-8.4 
 335 , 116.3 , 15.07 , .21 ,-6.128 , 131 , 300 , 217 , 200 , 4534 ,-8.5 
 335.5 , 116.3 , 15.18 , .22 ,-6.127 , 130 , 300 , 217 , 201 , 4536 ,-8.8 
 336 , 116.4 , 15.39 , .22 ,-6.131 , 130 , 300 , 217 , 201 , 4536 ,-8.4 
 336.5 , 116.5 , 15.45 , .22 ,-6.119 , 130 , 300 , 218 , 202 , 4535 ,-8.6 
 337 , 116.7 , 15.72 , .22 ,-6.126 , 130 , 301 , 219 , 202 , 4539 ,-8.6 
 337.5 , 116.7 , 15.83 , .22 ,-6.13 , 131 , 301 , 218 , 202 , 4537 ,-8.8 
 338 , 116.6 , 15.89 , .23 ,-6.13 , 130 , 300 , 218 , 202 , 4537 ,-8.5 
 338.5 , 116.8 , 16.16 , .23 ,-6.13 , 131 , 301 , 219 , 203 , 4535 ,-8.5 
 339 , 116.9 , 16.44 , .23 ,-6.123 , 129 , 300 , 219 , 203 , 4535 ,-8.3 
 339.5 , 117.1 , 16.35 , .24 ,-6.123 , 130 , 301 , 220 , 203 , 4536 ,-8.4 
 340 , 117 , 16.62 , .24 ,-6.138 , 131 , 301 , 220 , 204 , 4535 ,-8.4 
 340.5 , 116.9 , 16.78 , .24 ,-6.151 , 130 , 300 , 220 , 203 , 4535 ,-8.5 
 341 , 117.1 , 16.88 , .24 ,-6.135 , 131 , 300 , 220 , 204 , 4535 ,-8.5 
 341.5 , 117.2 , 17.24 , .24 ,-6.147 , 130 , 300 , 221 , 204 , 4537 ,-8.3 
 342 , 117.3 , 17.41 , .25 ,-6.135 , 131 , 300 , 221 , 205 , 4536 ,-8.3 
 342.5 , 117.3 , 17.53 , .25 ,-6.128 , 130 , 301 , 221 , 205 , 4536 ,-8.5 
 343 , 117.3 , 17.73 , .25 ,-6.141 , 130 , 300 , 221 , 205 , 4538 ,-8.5 
 343.5 , 117.5 , 17.83 , .25 ,-6.118 , 131 , 301 , 221 , 205 , 4535 ,-8.5 
 344 , 117.7 , 18.24 , .26 ,-6.131 , 130 , 300 , 222 , 205 , 4536 ,-8.3 
 344.5 , 117.8 , 18.27 , .26 ,-6.13 , 131 , 301 , 221 , 206 , 4537 ,-8.5 
 345 , 117.7 , 18.48 , .26 ,-6.13 , 130 , 301 , 222 , 205 , 4533 ,-8.1 
 345.5 , 117.7 , 18.7 , .26 ,-6.134 , 130 , 300 , 223 , 205 , 4537 ,-8.3 
 346 , 118.1 , 18.97 , .26 ,-6.14 , 131 , 300 , 222 , 206 , 4536 ,-8.8 
 346.5 , 118.2 , 19.22 , .27 ,-6.135 , 130 , 301 , 223 , 205 , 4535 ,-8.3 
 347 , 118.3 , 19.21 , .27 ,-6.136 , 131 , 300 , 222 , 206 , 4534 ,-8.9 
 347.5 , 118.3 , 19.4 , .27 ,-6.135 , 130 , 301 , 223 , 206 , 4534 ,-8.6 
 348 , 118.4 , 19.61 , .28 ,-6.141 , 130 , 301 , 223 , 206 , 4534 ,-8.3 
 348.5 , 118.6 , 19.77 , .28 ,-6.122 , 131 , 301 , 223 , 207 , 4536 ,-8.5 
 349 , 118.7 , 20.06 , .29 ,-6.136 , 130 , 300 , 223 , 207 , 4535 ,-8.1 
 349.5 , 118.9 , 20.16 , .29 ,-6.132 , 131 , 300 , 224 , 206 , 4535 ,-8.4 
 350 , 118.8 , 20.29 , .29 ,-6.136 , 130 , 300 , 223 , 206 , 4535 ,-8.4 
 350.5 , 119 , 20.38 , .29 ,-6.124 , 130 , 300 , 224 , 207 , 4539 ,-8.5 
 351 , 119.1 , 20.5 , .3 ,-6.116 , 131 , 301 , 223 , 206 , 4536 ,-8.5 
 351.5 , 119.2 , 20.82 , .3 ,-6.125 , 130 , 301 , 223 , 207 , 4537 ,-8.5 
 352 , 119.4 , 20.84 , .29 ,-6.136 , 131 , 300 , 223 , 207 , 4539 ,-8.8 
 352.5 , 119.3 , 21.12 , .29 ,-6.145 , 130 , 301 , 223 , 206 , 4534 ,-8.4 
 353 , 119.3 , 21.17 , .3 ,-6.137 , 131 , 300 , 224 , 206 , 4536 ,-8.5 
 353.5 , 119.5 , 21.23 , .3 ,-6.131 , 130 , 301 , 223 , 206 , 4535 ,-8.1 
 354 , 119.6 , 21.26 , .3 ,-6.139 , 130 , 301 , 223 , 207 , 4533 ,-8.3 
 354.5 , 119.6 , 21.51 , .3 ,-6.143 , 131 , 300 , 223 , 207 , 4536 ,-8.3 
 355 , 119.7 , 21.41 , .3 ,-6.139 , 130 , 301 , 223 , 206 , 4535 ,-8.5 
 355.5 , 119.6 , 21.43 , .3 ,-6.142 , 130 , 300 , 223 , 207 , 4535 ,-8.1 
 356 , 119.9 , 21.48 , .31 ,-6.142 , 131 , 300 , 223 , 207 , 4537 ,-8.6 
 356.5 , 119.8 , 21.47 , .3 ,-6.139 , 130 , 301 , 223 , 207 , 4538 ,-7.9 
 357 , 120 , 21.51 , .31 ,-6.123 , 131 , 300 , 223 , 207 , 4536 ,-8.5 
 357.5 , 119.9 , 21.37 , .31 ,-6.118 , 130 , 301 , 223 , 206 , 4536 ,-8 
 358 , 119.8 , 21.43 , .3 ,-6.126 , 130 , 300 , 224 , 207 , 4536 ,-8.3 
 358.5 , 120.1 , 21.43 , .3 ,-6.127 , 131 , 300 , 223 , 207 , 4536 ,-8.3 
 359 , 120.1 , 21.53 , .3 ,-6.124 , 130 , 301 , 223 , 206 , 4537 ,-8.3 
 359.5 , 120.1 , 21.6 , .3 ,-6.141 , 131 , 300 , 223 , 207 , 4537 ,-8.6 
 360 , 119.9 , 21.55 , .3 ,-6.128 , 130 , 300 , 223 , 207 , 4536 ,-8.3 
 360.5 , 119.9 , 21.52 , .31 ,-6.132 , 131 , 300 , 223 , 206 , 4539 ,-8.6 
 361 , 120.1 , 21.56 , .3 ,-6.133 , 131 , 300 , 224 , 206 , 4534 ,-8.4 
 361.5 , 120.1 , 21.47 , .3 ,-6.119 , 130 , 300 , 223 , 206 , 4536 ,-8.4 
 362 , 120.2 , 21.42 , .3 ,-6.114 , 131 , 300 , 223 , 206 , 4536 ,-8.6 
 362.5 , 120 , 21.57 , .3 ,-6.136 , 130 , 301 , 223 , 206 , 4535 ,-8.4 
 363 , 120 , 21.68 , .3 ,-6.137 , 130 , 301 , 222 , 207 , 4535 ,-8.4 
 363.5 , 120.2 , 21.42 , .3 ,-6.121 , 131 , 300 , 223 , 206 , 4534 ,-8.5 
 364 , 120.1 , 21.35 , .31 ,-6.121 , 130 , 300 , 223 , 207 , 4534 ,-7.9 
 364.5 , 120.1 , 21.5 , .31 ,-6.115 , 131 , 300 , 222 , 206 , 4533 ,-8.1 
 365 , 120.1 , 21.48 , .31 ,-6.131 , 130 , 300 , 223 , 207 , 4535 ,-8.4 
 365.5 , 120.1 , 21.45 , .3 ,-6.127 , 130 , 300 , 223 , 206 , 4535 ,-8.8 
 366 , 120.2 , 21.35 , .3 ,-6.124 , 131 , 300 , 223 , 206 , 4534 ,-8.3 
 366.5 , 120.2 , 21.45 , .31 ,-6.126 , 130 , 300 , 223 , 206 , 4535 ,-8.8 
 367 , 120.3 , 21.46 , .3 ,-6.124 , 130 , 300 , 223 , 206 , 4535 ,-8.8 
 367.5 , 120.1 , 21.5 , .3 ,-6.126 , 130 , 300 , 223 , 205 , 4533 ,-8.1 
 368 , 120.1 , 21.33 , .3 ,-6.134 , 130 , 299 , 223 , 206 , 4537 ,-8.4 
 368.5 , 120.1 , 21.3 , .3 ,-6.136 , 131 , 300 , 223 , 206 , 4536 ,-8.1 
 369 , 120.3 , 21.34 , .3 ,-6.133 , 130 , 300 , 223 , 206 , 4536 ,-8.4 
 369.5 , 120.2 , 21.29 , .3 ,-6.126 , 130 , 300 , 223 , 206 , 4535 ,-8 
 370 , 120.2 , 21.49 , .3 ,-6.142 , 131 , 300 , 223 , 206 , 4537 ,-8.8 
 370.5 , 120.1 , 21.32 , .3 ,-6.138 , 130 , 301 , 223 , 206 , 4535 ,-8.5 
 371 , 120.1 , 21.22 , .3 ,-6.124 , 131 , 300 , 223 , 207 , 4536 ,-8.4 
 371.5 , 120.1 , 21.4 , .31 ,-6.134 , 130 , 300 , 223 , 207 , 4538 ,-8.6 
 372 , 120.3 , 21.41 , .31 ,-6.128 , 130 , 300 , 223 , 207 , 4536 ,-8.3 
 372.5 , 120.2 , 21.34 , .3 ,-6.133 , 131 , 300 , 223 , 206 , 4535 ,-8.3 
 373 , 120.2 , 21.45 , .3 ,-6.143 , 130 , 300 , 223 , 207 , 4536 ,-8.3 
 373.5 , 120.2 , 21.27 , .3 ,-6.138 , 131 , 300 , 223 , 207 , 4536 ,-8.3 
 374 , 120.2 , 21.35 , .3 ,-6.134 , 130 , 300 , 223 , 206 , 4536 ,-8.5 
