时间,振次,轴位移,力,变形,围压,孔压,反压
736.9,73.7,154.8,13.69,-6.917999999999999,297,258,234
737.1,73.72,154.5,12.93,-6.916,296,263,238
737.3,73.74,154.3,12.63,-6.922000000000001,296,265,239
737.5,73.76,154.0,12.21,-6.909,297,267,241
737.7,73.78,153.8,12.17,-6.915,297,268,243
737.91,73.8,153.3,11.98,-6.928,298,271,245
738.11,73.82,153.2,11.94,-6.922999999999999,298,271,245
738.31,73.84,153.0,11.68,-6.9110000000000005,297,272,246
738.51,73.86,152.7,11.57,-6.91,299,272,246
738.71,73.88,152.4,11.72,-6.952999999999999,299,272,247
738.92,73.9,152.3,11.39,-6.915,298,271,246
739.12,73.92,152.1,11.55,-6.919,299,272,246
739.32,73.94,152.2,11.65,-6.898,300,273,246
739.52,73.96,152.1,11.75,-6.919,300,272,247
739.72,73.98,152.1,11.75,-6.9270000000000005,298,272,246
739.93,74.0,152.3,12.29,-6.912999999999999,298,274,248
740.13,74.02,152.3,12.69,-6.915,300,275,250
740.33,74.04,152.5,12.99,-6.944,300,277,251
740.53,74.06,153.0,13.63,-6.921,299,279,253
740.73,74.08,153.2,14.03,-6.937,299,279,253
740.94,74.1,153.5,14.43,-6.941,300,278,252
741.14,74.12,153.9,15.39,-6.942,301,277,250
741.34,74.14,154.7,18.59,-6.928,302,268,242
741.54,74.16,155.0,20.9,-6.945,303,263,237
741.74,74.18,155.4,24.24,-6.937,303,257,232
741.95,74.2,155.8,30.26,-6.921,304,248,223
742.15,74.22,155.9,32.44,-6.919,304,245,222
742.35,74.24,155.9,33.96,-6.917999999999999,305,244,220
742.55,74.26,156.2,35.15,-6.921,303,242,217
742.75,74.28,156.2,35.48,-6.915,301,240,216
742.96,74.3,156.1,35.55,-6.904,302,240,216
743.16,74.32,156.2,35.77,-6.919,303,240,216
743.36,74.34,156.3,35.38,-6.921,301,239,215
743.56,74.36,156.1,34.99,-6.9079999999999995,300,239,215
743.76,74.38,156.1,34.96,-6.928999999999999,300,239,215
743.97,74.4,156.2,33.59,-6.925,301,239,216
744.17,74.42,156.2,32.61,-6.901,300,239,215
744.37,74.44,156.1,31.47,-6.922000000000001,299,239,214
744.57,74.46,156.1,30.21,-6.915,300,239,215
744.77,74.49,156.1,27.39,-6.928,300,239,215
744.98,74.51,156.0,25.94,-6.925,299,240,216
745.18,74.53,155.9,24.46,-6.922999999999999,298,241,216
745.38,74.55,155.9,22.11,-6.92,299,243,218
745.58,74.57,155.8,20.94,-6.9110000000000005,299,243,219
745.78,74.59,155.7,19.61,-6.907,298,245,219
745.99,74.61,155.6,17.63,-6.922000000000001,297,248,223
746.19,74.63,155.5,16.49,-6.897,297,249,224
746.39,74.65,155.5,15.52,-6.91,297,251,226
746.59,74.67,155.2,14.93,-6.92,296,253,229
746.79,74.69,154.9,13.74,-6.916,296,259,233
747.0,74.71,154.7,13.21,-6.891,296,261,236
747.2,74.73,154.6,12.97,-6.922999999999999,296,263,237
747.4,74.75,154.2,12.48,-6.933,297,267,241
747.6,74.77,153.9,12.18,-6.919,297,268,243
747.8,74.79,153.8,12.08,-6.9110000000000005,298,270,244
748.01,74.81,153.6,11.9,-6.914,298,271,245
748.21,74.83,153.1,11.84,-6.914,297,272,247
748.41,74.85,152.9,11.78,-6.91,298,272,247
748.61,74.87,152.7,11.79,-6.9239999999999995,298,272,246
748.81,74.89,152.5,11.6,-6.917000000000001,299,273,246
749.02,74.91,152.6,11.65,-6.936,298,272,246
749.22,74.93,152.3,11.67,-6.906000000000001,299,272,246
749.42,74.95,152.3,11.66,-6.915,300,273,247
749.62,74.97,152.3,11.88,-6.928,300,273,247
749.82,74.99,152.4,12.02,-6.907,298,273,247
750.03,75.01,152.3,12.19,-6.936,298,274,247
750.23,75.03,152.6,13.11,-6.922999999999999,299,277,252
750.43,75.05,152.9,13.43,-6.914,300,279,252
750.63,75.07,153.0,13.57,-6.922999999999999,299,278,254
750.83,75.09,153.7,14.46,-6.935,299,278,252
751.04,75.11,154.1,15.24,-6.943,300,276,250
751.24,75.13,154.5,16.54,-6.9239999999999995,302,274,248
751.44,75.15,154.9,18.38,-6.932,302,269,243
751.64,75.17,155.5,24.19,-6.936,303,257,232
751.84,75.19,155.8,27.57,-6.936,304,252,226
752.05,75.21,156.0,30.3,-6.917999999999999,304,248,224
752.25,75.23,156.2,33.99,-6.928,304,243,220
752.45,75.25,156.2,34.83,-6.928999999999999,303,243,218
752.65,75.27,156.3,35.07,-6.9239999999999995,303,241,217
752.85,75.29,156.3,35.29,-6.917000000000001,302,241,216
753.06,75.31,156.3,35.63,-6.91,302,239,216
753.26,75.33,156.3,35.58,-6.907,302,239,216
753.46,75.35,156.3,35.1,-6.897,301,239,215
753.66,75.37,156.3,34.96,-6.91,301,239,214
753.86,75.39,156.3,34.55,-6.899,302,239,215
754.07,75.41,156.3,33.6,-6.915,300,239,215
754.27,75.43,156.3,31.66,-6.925,300,239,215
754.47,75.45,156.2,30.2,-6.902,300,239,215
754.67,75.48,156.2,28.87,-6.9079999999999995,300,239,216
754.87,75.5,156.2,27.43,-6.921,300,240,215
755.08,75.52,156.1,24.75,-6.91,299,241,217
755.28,75.54,156.1,23.4,-6.906000000000001,299,242,217
755.48,75.56,156.1,22.09,-6.92,299,242,219
755.68,75.58,155.9,19.64,-6.894,298,244,220
755.88,75.6,155.8,18.43,-6.9079999999999995,297,245,221
756.09,75.62,155.8,17.54,-6.922000000000001,297,248,223
756.29,75.64,155.7,16.6,-6.91,297,249,225
756.49,75.66,155.5,14.87,-6.909,296,253,229
756.69,75.68,155.3,14.35,-6.9,296,256,232
756.89,75.7,155.2,13.73,-6.904,296,259,234
757.1,75.72,154.7,12.86,-6.922000000000001,297,264,239
757.3,75.74,154.6,12.52,-6.934,297,265,240
757.5,75.76,154.4,12.28,-6.905,296,267,240
757.7,75.78,154.0,12.13,-6.909,297,270,245
757.9,75.8,153.7,11.99,-6.909,297,272,245
758.11,75.82,153.6,11.91,-6.9,297,272,246
758.31,75.84,153.3,11.84,-6.91,297,272,245
758.51,75.86,153.1,11.63,-6.91,299,273,247
758.71,75.88,152.7,11.72,-6.916,299,273,247
758.91,75.9,152.7,11.63,-6.925,299,272,245
759.12,75.92,152.5,11.64,-6.9079999999999995,299,273,246
759.32,75.94,152.5,11.58,-6.899,299,273,247
759.52,75.96,152.4,11.83,-6.9079999999999995,299,273,246
759.72,75.98,152.5,11.87,-6.925,299,273,247
759.92,76.0,152.6,12.45,-6.93,299,273,247
760.13,76.02,152.7,12.71,-6.922999999999999,299,276,250
760.33,76.04,152.9,13.14,-6.9110000000000005,299,277,252
760.53,76.06,153.4,13.65,-6.931,299,278,252
760.73,76.08,153.5,13.95,-6.922999999999999,299,279,252
760.93,76.1,153.9,14.55,-6.9239999999999995,299,278,252
761.14,76.12,154.2,15.29,-6.925,301,277,250
761.34,76.14,155.0,18.47,-6.928999999999999,303,268,243
761.54,76.16,155.4,20.98,-6.917999999999999,303,263,238
761.74,76.18,155.7,23.97,-6.916,304,257,231
761.94,76.2,156.1,30.33,-6.92,303,248,223
762.15,76.22,156.3,32.51,-6.906000000000001,305,245,221
762.35,76.24,156.3,33.97,-6.915,304,243,220
762.55,76.26,156.5,35.28,-6.912999999999999,303,241,217
762.75,76.28,156.4,35.41,-6.93,302,240,216
762.95,76.3,156.5,35.63,-6.912999999999999,302,239,216
763.16,76.32,156.5,35.75,-6.899,303,240,215
763.36,76.34,156.5,35.34,-6.925,301,239,215
763.56,76.36,156.5,35.05,-6.93,300,238,214
763.76,76.38,156.6,35.14,-6.904,300,239,216
763.96,76.4,156.5,33.62,-6.916,301,239,215
764.17,76.42,156.5,32.7,-6.921,299,239,215
764.37,76.44,156.5,31.37,-6.921,299,239,215
764.57,76.47,156.5,30.29,-6.914,300,239,216
764.77,76.49,156.4,27.39,-6.922999999999999,300,240,215
764.97,76.51,156.3,26.02,-6.895,299,240,216
765.18,76.53,156.3,24.59,-6.909,300,241,217
765.38,76.55,156.2,22.09,-6.922000000000001,299,243,219
765.58,76.57,156.2,20.75,-6.906000000000001,297,244,219
765.78,76.59,156.1,19.64,-6.909,298,244,220
765.98,76.61,156.0,17.48,-6.901,298,247,224
766.19,76.63,155.8,16.64,-6.885,297,250,225
766.39,76.65,155.8,15.56,-6.916,297,251,227
766.59,76.67,155.5,14.98,-6.912999999999999,296,254,229
766.79,76.69,155.3,13.74,-6.894,296,259,233
766.99,76.71,155.1,13.17,-6.903,297,262,235
767.2,76.73,155.0,12.8,-6.906000000000001,296,263,238
767.4,76.75,154.5,12.39,-6.895,296,267,241
767.6,76.77,154.4,12.24,-6.915,298,268,243
767.8,76.79,154.1,12.12,-6.901,298,271,245
768.0,76.81,153.9,11.9,-6.912999999999999,297,271,246
768.21,76.83,153.5,11.82,-6.936,297,272,246
768.41,76.85,153.3,11.79,-6.906000000000001,298,272,246
768.61,76.87,153.2,11.7,-6.888,298,273,247
768.81,76.89,152.8,11.59,-6.917999999999999,299,272,246
769.01,76.91,152.7,11.52,-6.901,299,272,246
769.22,76.93,152.7,11.62,-6.916,299,272,246
769.42,76.95,152.7,11.75,-6.907,300,272,247
769.62,76.97,152.7,11.85,-6.917000000000001,299,273,247
769.82,76.99,152.7,12.07,-6.912000000000001,298,273,247
770.02,77.01,152.8,12.48,-6.92,299,274,247
770.23,77.03,152.9,13.06,-6.917999999999999,300,277,252
770.43,77.05,153.2,13.46,-6.926,299,278,253
770.63,77.07,153.4,13.57,-6.939,299,279,253
770.83,77.09,154.1,14.57,-6.921,300,278,252
771.03,77.11,154.5,15.39,-6.931,301,277,250
771.24,77.13,154.8,16.59,-6.9479999999999995,301,273,248
771.44,77.15,155.2,18.24,-6.921,302,268,243
771.64,77.17,156.0,24.17,-6.947,303,256,232
771.84,77.19,156.2,27.53,-6.931,303,252,227
772.04,77.21,156.3,30.1,-6.915,304,248,224
772.25,77.23,156.6,34.08,-6.916,304,245,220
772.45,77.25,156.6,34.75,-6.915,304,243,219
772.65,77.27,156.6,35.18,-6.901,302,241,217
772.85,77.29,156.7,35.41,-6.919,302,240,217
773.05,77.31,156.6,35.63,-6.9110000000000005,303,239,216
773.26,77.33,156.7,35.64,-6.912000000000001,302,240,216
773.46,77.35,156.7,35.36,-6.898,301,239,214
773.66,77.37,156.7,34.99,-6.906000000000001,301,239,215
773.86,77.39,156.7,34.52,-6.898,301,239,215
774.06,77.41,156.7,33.72,-6.92,301,238,216
774.27,77.43,156.8,31.64,-6.912999999999999,300,238,215
774.47,77.45,156.7,30.29,-6.902,300,239,215
774.67,77.48,156.6,29.03,-6.917999999999999,301,240,215
774.87,77.5,156.7,27.49,-6.909,300,240,216
775.07,77.52,156.6,24.81,-6.915,299,240,217
775.28,77.54,156.5,23.32,-6.921,300,242,217
775.48,77.56,156.4,22.16,-6.905,299,242,218
775.68,77.58,156.3,19.71,-6.907,297,245,220
775.88,77.6,156.2,18.67,-6.9079999999999995,298,245,222
776.08,77.62,156.0,17.49,-6.919,298,247,224
776.29,77.64,155.9,15.72,-6.914,297,251,227
776.49,77.66,155.8,14.82,-6.912999999999999,296,254,228
776.69,77.68,155.6,14.36,-6.898,296,256,232
776.89,77.7,155.5,13.76,-6.914,297,259,233
777.09,77.72,155.2,13.01,-6.9270000000000005,297,263,238
777.3,77.74,155.0,12.61,-6.916,296,265,240
777.5,77.76,154.7,12.29,-6.914,297,266,241
777.7,77.78,154.4,12.27,-6.917999999999999,298,270,244
777.9,77.8,154.2,11.9,-6.917999999999999,298,271,246
778.1,77.82,153.9,11.86,-6.902,298,272,245
778.31,77.84,153.8,11.71,-6.915,297,272,245
778.51,77.86,153.3,11.71,-6.914,297,273,247
778.71,77.88,153.1,11.63,-6.92,298,273,247
778.91,77.9,153.0,11.65,-6.912999999999999,299,272,246
779.11,77.92,152.9,11.61,-6.917999999999999,299,272,246
779.32,77.94,152.9,11.69,-6.915,299,272,246
779.52,77.96,152.8,11.8,-6.919,300,273,247
779.72,77.98,152.9,11.77,-6.926,299,273,247
779.92,78.0,153.0,12.31,-6.9270000000000005,299,274,247
780.12,78.02,153.0,12.76,-6.931,300,275,250
780.33,78.04,153.1,13.03,-6.912000000000001,300,277,252
780.53,78.06,153.6,13.69,-6.928999999999999,299,278,253
780.73,78.08,154.0,13.97,-6.915,299,279,253
780.93,78.1,154.3,14.43,-6.9079999999999995,299,277,252
781.13,78.12,155.1,16.77,-6.94,301,273,248
781.34,78.14,155.4,18.52,-6.9110000000000005,302,269,243
781.54,78.16,155.8,20.93,-6.937,303,263,238
781.74,78.18,156.1,24.0,-6.942,303,257,232
781.94,78.2,156.6,30.52,-6.922999999999999,304,248,222
782.14,78.22,156.8,32.49,-6.928,304,246,221
782.35,78.24,156.8,33.94,-6.917000000000001,305,244,220
782.55,78.26,156.9,35.35,-6.912000000000001,303,241,217
782.75,78.28,156.8,35.46,-6.925,302,240,217
782.95,78.3,157.0,35.69,-6.922999999999999,302,241,216
783.15,78.32,157.0,35.79,-6.937,303,240,216
783.36,78.34,156.9,35.37,-6.9239999999999995,301,239,215
783.56,78.36,156.9,34.96,-6.921,301,239,215
783.76,78.38,157.0,35.21,-6.919,301,239,215
783.96,78.4,156.9,33.63,-6.912000000000001,300,239,215
784.16,78.42,156.9,32.75,-6.921,300,239,215
784.37,78.45,156.9,31.42,-6.917999999999999,300,238,215
784.57,78.47,156.8,30.21,-6.917000000000001,300,239,216
784.77,78.49,156.8,27.46,-6.91,300,239,216
784.97,78.51,156.8,26.08,-6.9239999999999995,299,240,216
785.17,78.53,156.8,24.81,-6.914,299,241,216
785.38,78.55,156.6,22.07,-6.914,299,243,218
785.58,78.57,156.5,20.79,-6.916,298,243,219
785.78,78.59,156.5,19.7,-6.915,298,244,220
785.98,78.61,156.3,17.54,-6.921,297,248,224
786.18,78.63,156.2,16.58,-6.922000000000001,297,250,225
786.39,78.65,156.1,15.58,-6.917000000000001,297,252,227
786.59,78.67,156.1,14.9,-6.917999999999999,297,253,229
786.79,78.69,155.6,13.64,-6.909,296,259,233
786.99,78.71,155.5,13.29,-6.922999999999999,297,261,236
787.19,78.73,155.3,13.0,-6.919,296,263,238
787.4,78.75,154.9,12.44,-6.921,297,267,241
787.6,78.77,154.7,12.31,-6.907,296,268,244
787.8,78.79,154.6,12.17,-6.901,298,270,244
788.0,78.81,154.3,11.84,-6.914,298,271,246
788.2,78.83,153.9,11.74,-6.909,297,272,246
788.41,78.85,153.7,11.59,-6.919,298,272,246
788.61,78.87,153.5,11.52,-6.905,298,272,247
788.81,78.89,153.2,11.62,-6.909,299,273,247
789.01,78.91,153.2,11.68,-6.907,299,271,247
789.21,78.93,153.0,11.48,-6.894,299,272,247
789.42,78.95,153.1,11.81,-6.9,299,273,247
789.62,78.97,153.0,11.67,-6.928,300,273,247
789.82,78.99,153.1,12.15,-6.928,299,273,247
790.02,79.01,153.1,12.42,-6.919,298,274,248
790.22,79.03,153.4,13.04,-6.922999999999999,299,277,251
790.43,79.05,153.6,13.42,-6.9270000000000005,299,279,253
790.63,79.07,153.7,13.64,-6.922000000000001,299,279,253
790.83,79.09,154.4,14.51,-6.946000000000001,299,278,251
791.03,79.11,154.9,15.3,-6.935,300,276,250
791.23,79.13,155.2,16.62,-6.922000000000001,302,274,247
791.44,79.15,155.6,18.4,-6.939,302,268,243
791.64,79.17,156.3,24.09,-6.935,303,257,232
791.84,79.19,156.5,27.41,-6.9110000000000005,303,251,226
792.04,79.21,156.6,30.24,-6.93,303,248,223
792.24,79.23,156.9,34.06,-6.917000000000001,305,244,220
792.45,79.25,157.0,34.7,-6.9239999999999995,304,243,218
792.65,79.27,157.0,35.04,-6.909,303,241,217
792.85,79.29,157.0,35.6,-6.904,302,239,215
793.05,79.31,157.1,35.9,-6.922000000000001,303,240,216
793.25,79.33,157.1,35.74,-6.926,302,240,216
793.46,79.35,157.1,35.44,-6.904,300,240,215
793.66,79.37,157.1,34.94,-6.937,301,239,215
793.86,79.39,157.0,34.58,-6.922999999999999,302,239,216
794.06,79.41,157.0,33.53,-6.92,301,239,215
794.26,79.44,157.0,31.51,-6.912000000000001,300,239,215
794.47,79.46,157.0,30.22,-6.892,300,239,215
794.67,79.48,157.1,28.96,-6.897,300,239,215
794.87,79.5,157.0,27.66,-6.922999999999999,300,239,215
795.07,79.52,156.9,24.69,-6.91,299,241,216
795.27,79.54,156.8,23.45,-6.9,299,241,218
795.48,79.56,156.7,22.12,-6.921,299,242,218
795.68,79.58,156.6,19.63,-6.928,298,244,220
795.88,79.6,156.6,18.57,-6.922999999999999,297,246,221
796.08,79.62,156.5,17.55,-6.916,296,247,223
796.28,79.64,156.3,15.8,-6.906000000000001,297,250,227
796.49,79.66,156.1,14.93,-6.916,297,253,229
796.69,79.68,156.0,14.19,-6.92,296,257,231
796.89,79.7,155.9,13.61,-6.92,296,259,234
797.09,79.72,155.4,12.91,-6.914,297,264,239
797.29,79.74,155.3,12.66,-6.9270000000000005,296,266,240
797.5,79.76,155.1,12.39,-6.917000000000001,297,267,242
797.7,79.78,154.7,12.1,-6.921,298,270,245
797.9,79.8,154.5,12.07,-6.89,298,271,246
798.1,79.82,154.3,11.82,-6.9,298,272,246
798.3,79.84,154.1,11.74,-6.916,298,271,246
798.51,79.86,153.7,11.7,-6.909,299,273,246
798.71,79.88,153.6,11.66,-6.925,299,273,247
798.91,79.9,153.4,11.61,-6.944,299,273,247
799.11,79.92,153.3,11.61,-6.922000000000001,298,273,246
799.31,79.94,153.2,11.77,-6.922999999999999,299,272,247
799.52,79.96,153.1,11.76,-6.912999999999999,299,272,247
799.72,79.98,153.2,12.06,-6.9270000000000005,298,273,247
799.92,80.0,153.3,12.24,-6.941,298,274,248
800.12,80.02,153.3,12.65,-6.931,299,275,250
800.32,80.04,153.5,13.14,-6.912999999999999,299,278,252
800.53,80.06,153.9,13.61,-6.925,299,279,252
800.73,80.08,154.3,14.02,-6.933,299,279,253
800.93,80.1,154.7,14.47,-6.921,299,279,252
801.13,80.12,155.3,16.44,-6.928,302,274,248
801.33,80.14,155.8,18.41,-6.934,302,269,242
801.54,80.16,156.2,20.93,-6.932,302,263,237
801.74,80.18,156.4,24.0,-6.932,303,257,232
801.94,80.2,156.9,30.45,-6.9270000000000005,304,248,224
802.14,80.22,157.1,32.56,-6.928,304,246,221
802.34,80.24,157.1,34.02,-6.93,304,245,220
802.55,80.26,157.2,35.03,-6.925,303,241,217
802.75,80.28,157.3,35.38,-6.937,302,240,217
802.95,80.3,157.2,35.71,-6.912000000000001,302,240,216
803.15,80.32,157.2,35.68,-6.912999999999999,303,240,216
803.35,80.34,157.3,35.46,-6.919,301,239,215
803.56,80.36,157.3,35.2,-6.896,300,240,214
803.76,80.38,157.3,34.98,-6.917999999999999,301,240,215
803.96,80.4,157.2,33.63,-6.897,300,238,215
804.16,80.43,157.2,32.6,-6.901,300,239,214
804.36,80.45,157.2,31.55,-6.925,300,239,215
804.57,80.47,157.2,28.93,-6.898,301,240,216
804.77,80.49,157.2,27.49,-6.894,299,240,215
804.97,80.51,157.1,26.03,-6.92,300,240,216
805.17,80.53,157.1,24.69,-6.93,299,240,216
805.37,80.55,157.1,22.21,-6.912000000000001,299,243,218
805.58,80.57,156.9,20.82,-6.915,298,243,219
805.78,80.59,156.9,19.72,-6.93,297,245,220
805.98,80.61,156.7,17.37,-6.919,297,248,223
806.18,80.63,156.6,16.67,-6.917999999999999,298,250,225
806.38,80.65,156.5,15.58,-6.905,297,252,226
806.59,80.67,156.3,14.95,-6.912000000000001,296,253,230
806.79,80.69,156.0,13.74,-6.914,296,259,233
806.99,80.71,155.9,13.25,-6.914,296,262,236
807.19,80.73,155.7,12.98,-6.9239999999999995,297,264,237
807.39,80.75,155.2,12.43,-6.893,296,266,241
807.6,80.77,155.1,12.22,-6.9239999999999995,297,268,243
807.8,80.79,154.8,12.08,-6.9239999999999995,297,270,245
808.0,80.81,154.6,11.85,-6.9,297,271,245
808.2,80.83,154.3,11.69,-6.909,298,273,245
808.4,80.85,154.1,11.72,-6.912999999999999,298,272,246
808.61,80.87,153.9,11.68,-6.919,299,273,247
808.81,80.89,153.7,11.73,-6.915,299,272,247
809.01,80.91,153.5,11.66,-6.946000000000001,299,272,247
809.21,80.93,153.5,11.7,-6.926,299,272,245
809.41,80.95,153.5,11.74,-6.909,300,273,248
809.62,80.97,153.5,11.77,-6.922999999999999,299,272,247
809.82,80.99,153.4,12.04,-6.919,299,273,247
810.02,81.01,153.5,12.27,-6.91,298,274,248
810.22,81.03,153.7,13.2,-6.931,299,277,251
810.42,81.05,154.0,13.41,-6.937,299,279,252
810.63,81.07,154.2,13.65,-6.922000000000001,299,279,253
810.83,81.09,154.8,14.51,-6.919,299,278,252
811.03,81.11,155.3,15.31,-6.934,301,276,251
811.23,81.13,155.5,16.73,-6.95,302,273,248
811.43,81.15,155.9,18.52,-6.939,303,269,242
811.64,81.17,156.8,24.51,-6.944,303,257,232
811.84,81.19,156.9,27.57,-6.917999999999999,303,252,226
812.04,81.21,157.0,30.3,-6.912999999999999,303,248,224
812.24,81.23,157.2,33.87,-6.922000000000001,305,244,220
812.44,81.25,157.4,34.8,-6.9270000000000005,304,242,219
812.65,81.27,157.4,35.16,-6.916,302,242,217
812.85,81.29,157.5,35.65,-6.909,301,240,216
813.05,81.31,157.5,35.87,-6.928999999999999,303,240,215
813.25,81.33,157.5,35.58,-6.914,302,240,216
813.45,81.35,157.5,35.42,-6.922000000000001,301,239,215
813.66,81.37,157.4,35.05,-6.926,301,239,215
813.86,81.39,157.4,34.51,-6.909,301,240,216
814.06,81.42,157.4,33.65,-6.902,300,239,216
814.26,81.44,157.5,31.59,-6.917999999999999,299,239,215
814.46,81.46,157.4,30.3,-6.946000000000001,300,239,216
814.67,81.48,157.4,29.04,-6.914,300,239,216
814.87,81.5,157.3,27.38,-6.892,299,240,215
815.07,81.52,157.3,24.72,-6.9239999999999995,299,240,216
815.27,81.54,157.2,23.55,-6.907,299,241,217
815.47,81.56,157.1,22.11,-6.92,299,242,218
815.68,81.58,157.1,19.67,-6.912000000000001,298,244,220
815.88,81.6,156.9,18.56,-6.9110000000000005,298,246,221
816.08,81.62,156.9,17.49,-6.917000000000001,297,247,223
816.28,81.64,156.8,16.44,-6.921,297,249,225
816.48,81.66,156.5,14.96,-6.933,296,254,230
816.69,81.68,156.4,14.27,-6.9079999999999995,297,256,232
816.89,81.7,156.2,13.81,-6.932,297,258,234
817.09,81.72,155.8,12.89,-6.917999999999999,297,264,238
817.29,81.74,155.6,12.52,-6.92,296,265,239
817.49,81.76,155.6,12.62,-6.921,297,267,242
817.7,81.78,155.1,12.2,-6.917999999999999,297,270,245
817.9,81.8,154.8,12.05,-6.928,298,272,246
818.1,81.82,154.6,11.86,-6.928999999999999,297,272,246
818.3,81.84,154.5,11.75,-6.9270000000000005,297,273,246
818.5,81.86,154.0,11.76,-6.9079999999999995,299,273,247
818.71,81.88,153.9,11.63,-6.903,299,273,247
818.91,81.9,153.8,11.8,-6.917000000000001,299,273,246
819.11,81.92,153.7,11.47,-6.912999999999999,299,273,246
819.31,81.94,153.6,11.68,-6.925,299,273,247
819.51,81.96,153.6,11.78,-6.917000000000001,300,273,248
819.72,81.98,153.7,11.83,-6.928,298,272,247
819.92,82.0,153.7,12.4,-6.937,298,274,249
820.12,82.02,153.7,12.71,-6.952999999999999,300,276,250
820.32,82.04,153.9,13.03,-6.912999999999999,299,278,251
820.52,82.06,154.3,13.51,-6.939,299,279,253
820.73,82.08,154.7,14.02,-6.957999999999999,299,279,253
820.93,82.1,155.1,14.58,-6.949,300,278,252
821.13,82.12,155.7,16.63,-6.95,302,274,248
821.33,82.14,156.1,18.26,-6.912000000000001,302,268,243
821.53,82.16,156.6,20.99,-6.934,302,263,237
821.74,82.18,156.9,24.19,-6.937,303,256,232
821.94,82.2,157.4,30.48,-6.931,303,247,224
822.14,82.22,157.4,32.44,-6.9079999999999995,304,245,221
822.34,82.24,157.5,33.95,-6.9,304,244,220
822.54,82.26,157.5,35.35,-6.906000000000001,303,242,217
822.75,82.28,157.6,35.44,-6.926,301,240,216
822.95,82.3,157.6,35.6,-6.912000000000001,302,240,216
823.15,82.32,157.6,35.81,-6.925,302,240,216
823.35,82.34,157.7,35.41,-6.936,300,239,216
823.55,82.36,157.8,35.11,-6.937,300,240,215
823.76,82.38,157.6,34.98,-6.9110000000000005,301,239,215
823.96,82.4,157.6,33.52,-6.907,301,239,215
824.16,82.43,157.6,32.53,-6.93,299,239,215
824.36,82.45,157.6,31.6,-6.917999999999999,300,238,215
824.56,82.47,157.6,28.83,-6.912999999999999,300,240,216
824.77,82.49,157.5,27.64,-6.915,300,240,216
824.97,82.51,157.5,26.03,-6.9110000000000005,299,240,217
825.17,82.53,157.4,24.86,-6.9239999999999995,298,240,217
825.37,82.55,157.4,22.1,-6.926,299,242,219
825.57,82.57,157.4,20.81,-6.898,299,244,218
825.78,82.59,157.2,19.5,-6.934,298,244,220
825.98,82.61,157.1,17.71,-6.922000000000001,297,247,223
826.18,82.63,157.1,16.48,-6.894,297,250,224
826.38,82.65,156.9,15.62,-6.905,297,252,227
826.58,82.67,156.7,14.91,-6.92,296,254,229
826.79,82.69,156.4,13.57,-6.901,297,259,233
826.99,82.71,156.2,13.06,-6.936,297,261,236
827.19,82.73,156.1,12.96,-6.919,297,264,238
827.39,82.75,155.7,12.38,-6.917999999999999,296,266,242
827.59,82.77,155.5,12.18,-6.912000000000001,297,268,243
827.8,82.79,155.2,12.08,-6.917000000000001,297,271,244
828.0,82.81,154.8,11.91,-6.9270000000000005,298,272,245
828.2,82.83,154.6,11.73,-6.902,297,272,247
828.4,82.85,154.4,11.71,-6.917000000000001,298,273,246
828.6,82.87,154.2,11.6,-6.906000000000001,298,273,247
828.81,82.89,154.0,11.65,-6.9110000000000005,299,273,247
829.01,82.91,153.9,11.51,-6.92,298,273,247
829.21,82.93,153.8,11.64,-6.915,298,273,247
829.41,82.95,153.8,11.7,-6.912000000000001,300,273,247
829.61,82.97,153.8,11.72,-6.925,299,274,248
829.82,82.99,153.8,11.92,-6.922999999999999,298,274,247
830.02,83.01,153.8,12.36,-6.926,299,274,249
830.22,83.03,154.0,12.88,-6.925,299,277,252
830.42,83.05,154.3,13.36,-6.922999999999999,299,279,253
830.62,83.07,154.5,13.63,-6.921,299,279,253
830.83,83.09,155.2,14.5,-6.936,300,278,253
831.03,83.11,155.6,15.46,-6.94,301,277,250
831.23,83.13,156.0,16.61,-6.942,302,273,248
831.43,83.15,156.8,21.01,-6.934,302,263,237
831.63,83.17,157.1,24.22,-6.917999999999999,303,257,232
831.84,83.19,157.3,27.52,-6.917000000000001,303,252,227
832.04,83.21,157.5,30.38,-6.931,304,247,224
832.24,83.23,157.6,33.95,-6.912999999999999,304,245,220
832.44,83.25,157.7,34.61,-6.935,303,243,219
832.64,83.27,157.7,35.22,-6.917999999999999,302,241,218
832.85,83.29,157.7,35.58,-6.919,302,241,217
833.05,83.31,157.9,35.72,-6.916,302,240,216
833.25,83.33,157.7,35.58,-6.933,302,239,216
833.45,83.35,157.8,35.23,-6.921,301,239,216
833.65,83.37,157.9,34.91,-6.928,301,240,215
833.86,83.39,157.7,34.58,-6.916,302,239,216
834.06,83.42,157.8,33.7,-6.922999999999999,300,239,215
834.26,83.44,157.9,31.42,-6.936,300,239,215
834.46,83.46,157.8,30.13,-6.898,301,239,215
834.66,83.48,157.7,28.96,-6.917999999999999,301,240,215
834.87,83.5,157.7,27.45,-6.914,300,240,216
835.07,83.52,157.6,24.81,-6.903,299,241,216
835.27,83.54,157.6,23.62,-6.925,299,242,218
835.47,83.56,157.5,22.0,-6.919,299,242,219
835.67,83.58,157.4,19.55,-6.917000000000001,298,245,220
